"id","activity_hour","calories","total_intensity","average_intensity","step_total","intensity_level"
"1503960366","2016-04-14 13:00:00",137,54,"0.9",1779,"Just Noticeable"
"1503960366","2016-04-14 14:00:00",113,22,"0.366667",1228,"Nothing"
"1503960366","2016-04-14 15:00:00",66,7,"0.116667",139,"Nothing"
"1503960366","2016-04-14 16:00:00",88,25,"0.416667",408,"Nothing"
"1503960366","2016-04-14 17:00:00",61,5,"0.083333",37,"Nothing"
"1503960366","2016-04-14 18:00:00",72,12,"0.2",322,"Nothing"
"1503960366","2016-04-14 19:00:00",55,1,"0.016667",11,"Nothing"
"1503960366","2016-04-14 20:00:00",91,24,"0.4",806,"Nothing"
"1503960366","2016-04-14 21:00:00",174,57,"0.95",2670,"Just Noticeable"
"1503960366","2016-04-14 22:00:00",79,17,"0.283333",362,"Nothing"
"1503960366","2016-04-14 23:00:00",50,0,"0",0,"Nothing"
"1503960366","2016-04-15 12:00:00",74,6,"0.1",83,"Nothing"
"1503960366","2016-04-15 01:00:00",58,5,"0.083333",75,"Nothing"
"1503960366","2016-04-15 02:00:00",59,7,"0.116667",124,"Nothing"
"1503960366","2016-04-15 03:00:00",47,0,"0",0,"Nothing"
"1503960366","2016-04-15 04:00:00",47,0,"0",0,"Nothing"
"1503960366","2016-04-15 05:00:00",49,1,"0.016667",26,"Nothing"
"1503960366","2016-04-15 06:00:00",47,0,"0",0,"Nothing"
"1503960366","2016-04-15 07:00:00",49,1,"0.016667",7,"Nothing"
"1503960366","2016-04-15 08:00:00",54,5,"0.083333",55,"Nothing"
"1503960366","2016-04-15 09:00:00",50,2,"0.033333",21,"Nothing"
"1503960366","2016-04-15 10:00:00",63,8,"0.133333",154,"Nothing"
"1503960366","2016-04-15 11:00:00",84,23,"0.383333",425,"Nothing"
"1503960366","2016-04-16 00:00:00",77,13,"0.216667",270,"Nothing"
"1503960366","2016-04-15 13:00:00",67,9,"0.15",373,"Nothing"
"1503960366","2016-04-15 14:00:00",47,0,"0",0,"Nothing"
"1503960366","2016-04-15 15:00:00",47,0,"0",0,"Nothing"
"1503960366","2016-04-15 16:00:00",47,0,"0",0,"Nothing"
"1503960366","2016-04-15 17:00:00",140,47,"0.783333",1774,"Just Noticeable"
"1503960366","2016-04-15 18:00:00",87,22,"0.366667",509,"Nothing"
"1503960366","2016-04-15 19:00:00",97,32,"0.533333",519,"Just Noticeable"
"1503960366","2016-04-15 20:00:00",64,8,"0.133333",77,"Nothing"
"1503960366","2016-04-15 21:00:00",75,14,"0.233333",280,"Nothing"
"1503960366","2016-04-15 22:00:00",151,66,"1.1",2145,"Very Light"
"1503960366","2016-04-15 23:00:00",182,95,"1.583333",2768,"Very Light"
"1503960366","2016-04-16 12:00:00",119,15,"0.25",459,"Nothing"
"1503960366","2016-04-16 01:00:00",48,0,"0",0,"Nothing"
"1503960366","2016-04-16 02:00:00",52,3,"0.05",63,"Nothing"
"1503960366","2016-04-16 03:00:00",48,1,"0.016667",6,"Nothing"
"1503960366","2016-04-16 04:00:00",49,1,"0.016667",6,"Nothing"
"1503960366","2016-04-16 05:00:00",49,1,"0.016667",12,"Nothing"
"1503960366","2016-04-16 06:00:00",48,0,"0",0,"Nothing"
"1503960366","2016-04-16 07:00:00",54,4,"0.066667",101,"Nothing"
"1503960366","2016-04-16 08:00:00",62,9,"0.15",175,"Nothing"
"1503960366","2016-04-16 09:00:00",124,38,"0.633333",1181,"Just Noticeable"
"1503960366","2016-04-16 10:00:00",110,14,"0.233333",1295,"Nothing"
"1503960366","2016-04-16 11:00:00",147,30,"0.5",2043,"Just Noticeable"
"1503960366","2016-04-17 00:00:00",47,42,"0.7",1513,"Just Noticeable"
"1503960366","2016-04-16 13:00:00",214,90,"1.5",3616,"Very Light"
"1503960366","2016-04-16 14:00:00",82,20,"0.333333",580,"Nothing"
"1503960366","2016-04-16 15:00:00",51,0,"0",0,"Nothing"
"1503960366","2016-04-16 16:00:00",54,2,"0.033333",15,"Nothing"
"1503960366","2016-04-16 17:00:00",79,17,"0.283333",380,"Nothing"
"1503960366","2016-04-16 18:00:00",65,10,"0.166667",96,"Nothing"
"1503960366","2016-04-16 19:00:00",67,12,"0.2",146,"Nothing"
"1503960366","2016-04-16 20:00:00",81,19,"0.316667",385,"Nothing"
"1503960366","2016-04-16 21:00:00",75,13,"0.216667",463,"Nothing"
"1503960366","2016-04-16 22:00:00",55,3,"0.05",42,"Nothing"
"1503960366","2016-04-16 23:00:00",56,5,"0.083333",92,"Nothing"
"1503960366","2016-04-17 12:00:00",76,0,"0",0,"Nothing"
"1503960366","2016-04-17 01:00:00",48,0,"0",0,"Nothing"
"1503960366","2016-04-17 02:00:00",47,0,"0",0,"Nothing"
"1503960366","2016-04-17 03:00:00",49,1,"0.016667",8,"Nothing"
"1503960366","2016-04-17 04:00:00",48,0,"0",0,"Nothing"
"1503960366","2016-04-17 05:00:00",48,0,"0",0,"Nothing"
"1503960366","2016-04-17 06:00:00",48,0,"0",0,"Nothing"
"1503960366","2016-04-17 07:00:00",48,0,"0",0,"Nothing"
"1503960366","2016-04-17 08:00:00",48,0,"0",0,"Nothing"
"1503960366","2016-04-17 09:00:00",48,0,"0",0,"Nothing"
"1503960366","2016-04-17 10:00:00",47,0,"0",0,"Nothing"
"1503960366","2016-04-17 11:00:00",63,9,"0.15",84,"Nothing"
"1503960366","2016-04-18 00:00:00",82,18,"0.3",260,"Nothing"
"1503960366","2016-04-17 13:00:00",83,23,"0.383333",402,"Nothing"
"1503960366","2016-04-17 14:00:00",69,10,"0.166667",252,"Nothing"
"1503960366","2016-04-17 15:00:00",73,13,"0.216667",191,"Nothing"
"1503960366","2016-04-17 16:00:00",57,2,"0.033333",13,"Nothing"
"1503960366","2016-04-17 17:00:00",174,71,"1.183333",2613,"Very Light"
"1503960366","2016-04-17 18:00:00",136,39,"0.65",1616,"Just Noticeable"
"1503960366","2016-04-17 19:00:00",95,24,"0.4",754,"Nothing"
"1503960366","2016-04-17 20:00:00",191,87,"1.45",2955,"Very Light"
"1503960366","2016-04-17 21:00:00",79,16,"0.266667",487,"Nothing"
"1503960366","2016-04-17 22:00:00",58,5,"0.083333",70,"Nothing"
"1503960366","2016-04-17 23:00:00",50,0,"0",0,"Nothing"
"1503960366","2016-04-18 12:00:00",118,21,"0.35",416,"Nothing"
"1503960366","2016-04-18 01:00:00",48,0,"0",0,"Nothing"
"1503960366","2016-04-18 02:00:00",47,0,"0",0,"Nothing"
"1503960366","2016-04-18 03:00:00",47,0,"0",0,"Nothing"
"1503960366","2016-04-18 04:00:00",47,0,"0",0,"Nothing"
"1503960366","2016-04-18 05:00:00",47,0,"0",0,"Nothing"
"1503960366","2016-04-18 06:00:00",47,0,"0",0,"Nothing"
"1503960366","2016-04-18 07:00:00",47,0,"0",0,"Nothing"
"1503960366","2016-04-18 08:00:00",47,0,"0",0,"Nothing"
"1503960366","2016-04-18 09:00:00",133,39,"0.65",1688,"Just Noticeable"
"1503960366","2016-04-18 10:00:00",81,17,"0.283333",380,"Nothing"
"1503960366","2016-04-18 11:00:00",73,15,"0.25",328,"Nothing"
"1503960366","2016-04-19 00:00:00",47,40,"0.666667",1306,"Just Noticeable"
"1503960366","2016-04-18 13:00:00",70,9,"0.15",268,"Nothing"
"1503960366","2016-04-18 14:00:00",64,7,"0.116667",137,"Nothing"
"1503960366","2016-04-18 15:00:00",80,14,"0.233333",495,"Nothing"
"1503960366","2016-04-18 16:00:00",78,17,"0.283333",277,"Nothing"
"1503960366","2016-04-18 17:00:00",79,18,"0.3",304,"Nothing"
"1503960366","2016-04-18 18:00:00",234,114,"1.9",4074,"Very Light"
"1503960366","2016-04-18 19:00:00",157,30,"0.5",2101,"Just Noticeable"
"1503960366","2016-04-18 20:00:00",57,2,"0.033333",28,"Nothing"
"1503960366","2016-04-18 21:00:00",68,11,"0.183333",187,"Nothing"
"1503960366","2016-04-18 22:00:00",86,19,"0.316667",542,"Nothing"
"1503960366","2016-04-18 23:00:00",83,18,"0.3",488,"Nothing"
"1503960366","2016-04-19 12:00:00",143,0,"0",0,"Nothing"
"1503960366","2016-04-19 01:00:00",49,1,"0.016667",22,"Nothing"
"1503960366","2016-04-19 02:00:00",47,0,"0",0,"Nothing"
"1503960366","2016-04-19 03:00:00",50,2,"0.033333",9,"Nothing"
"1503960366","2016-04-19 04:00:00",47,0,"0",0,"Nothing"
"1503960366","2016-04-19 05:00:00",47,0,"0",0,"Nothing"
"1503960366","2016-04-19 06:00:00",49,1,"0.016667",7,"Nothing"
"1503960366","2016-04-19 07:00:00",75,19,"0.316667",316,"Nothing"
"1503960366","2016-04-19 08:00:00",130,38,"0.633333",1656,"Just Noticeable"
"1503960366","2016-04-19 09:00:00",79,16,"0.266667",367,"Nothing"
"1503960366","2016-04-19 10:00:00",75,16,"0.266667",203,"Nothing"
"1503960366","2016-04-19 11:00:00",72,13,"0.216667",194,"Nothing"
"1503960366","2016-04-20 00:00:00",54,61,"1.016667",1887,"Very Light"
"1503960366","2016-04-19 13:00:00",171,65,"1.083333",2697,"Very Light"
"1503960366","2016-04-19 14:00:00",76,12,"0.2",409,"Nothing"
"1503960366","2016-04-19 15:00:00",72,12,"0.2",299,"Nothing"
"1503960366","2016-04-19 16:00:00",71,9,"0.15",297,"Nothing"
"1503960366","2016-04-19 17:00:00",90,13,"0.216667",732,"Nothing"
"1503960366","2016-04-19 18:00:00",120,30,"0.5",1280,"Just Noticeable"
"1503960366","2016-04-19 19:00:00",93,31,"0.516667",397,"Just Noticeable"
"1503960366","2016-04-19 20:00:00",159,69,"1.15",2487,"Very Light"
"1503960366","2016-04-19 21:00:00",94,16,"0.266667",826,"Nothing"
"1503960366","2016-04-19 22:00:00",58,4,"0.066667",52,"Nothing"
"1503960366","2016-04-19 23:00:00",120,48,"0.8",1369,"Just Noticeable"
"1503960366","2016-04-20 12:00:00",64,2,"0.033333",16,"Nothing"
"1503960366","2016-04-20 01:00:00",53,2,"0.033333",36,"Nothing"
"1503960366","2016-04-20 02:00:00",47,0,"0",0,"Nothing"
"1503960366","2016-04-20 03:00:00",48,0,"0",0,"Nothing"
"1503960366","2016-04-20 04:00:00",48,0,"0",0,"Nothing"
"1503960366","2016-04-20 05:00:00",47,0,"0",0,"Nothing"
"1503960366","2016-04-20 06:00:00",48,0,"0",0,"Nothing"
"1503960366","2016-04-20 07:00:00",51,3,"0.05",29,"Nothing"
"1503960366","2016-04-20 08:00:00",70,14,"0.233333",264,"Nothing"
"1503960366","2016-04-20 09:00:00",144,50,"0.833333",1993,"Just Noticeable"
"1503960366","2016-04-20 10:00:00",79,13,"0.216667",459,"Nothing"
"1503960366","2016-04-20 11:00:00",58,1,"0.016667",65,"Nothing"
"1503960366","2016-04-21 00:00:00",54,8,"0.133333",185,"Nothing"
"1503960366","2016-04-20 13:00:00",61,5,"0.083333",64,"Nothing"
"1503960366","2016-04-20 14:00:00",113,39,"0.65",1270,"Just Noticeable"
"1503960366","2016-04-20 15:00:00",97,21,"0.35",797,"Nothing"
"1503960366","2016-04-20 16:00:00",70,11,"0.183333",261,"Nothing"
"1503960366","2016-04-20 17:00:00",57,2,"0.033333",13,"Nothing"
"1503960366","2016-04-20 18:00:00",114,32,"0.533333",1308,"Just Noticeable"
"1503960366","2016-04-20 19:00:00",117,36,"0.6",1558,"Just Noticeable"
"1503960366","2016-04-20 20:00:00",80,12,"0.2",499,"Nothing"
"1503960366","2016-04-20 21:00:00",83,22,"0.366667",395,"Nothing"
"1503960366","2016-04-20 22:00:00",62,7,"0.116667",77,"Nothing"
"1503960366","2016-04-20 23:00:00",120,33,"0.55",1255,"Just Noticeable"
"1503960366","2016-04-21 12:00:00",73,2,"0.033333",17,"Nothing"
"1503960366","2016-04-21 01:00:00",61,8,"0.133333",129,"Nothing"
"1503960366","2016-04-21 02:00:00",55,5,"0.083333",81,"Nothing"
"1503960366","2016-04-21 03:00:00",48,0,"0",0,"Nothing"
"1503960366","2016-04-21 04:00:00",47,0,"0",0,"Nothing"
"1503960366","2016-04-21 05:00:00",47,0,"0",0,"Nothing"
"1503960366","2016-04-21 06:00:00",48,0,"0",0,"Nothing"
"1503960366","2016-04-21 07:00:00",52,3,"0.05",38,"Nothing"
"1503960366","2016-04-21 08:00:00",71,15,"0.25",245,"Nothing"
"1503960366","2016-04-21 09:00:00",133,26,"0.433333",1672,"Nothing"
"1503960366","2016-04-21 10:00:00",77,16,"0.266667",255,"Nothing"
"1503960366","2016-04-21 11:00:00",55,0,"0",0,"Nothing"
"1503960366","2016-04-22 00:00:00",47,11,"0.183333",384,"Nothing"
"1503960366","2016-04-21 13:00:00",113,25,"0.416667",1140,"Nothing"
"1503960366","2016-04-21 14:00:00",58,2,"0.033333",12,"Nothing"
"1503960366","2016-04-21 15:00:00",68,8,"0.133333",213,"Nothing"
"1503960366","2016-04-21 16:00:00",60,4,"0.066667",26,"Nothing"
"1503960366","2016-04-21 17:00:00",60,5,"0.083333",96,"Nothing"
"1503960366","2016-04-21 18:00:00",69,9,"0.15",213,"Nothing"
"1503960366","2016-04-21 19:00:00",64,8,"0.133333",100,"Nothing"
"1503960366","2016-04-21 20:00:00",213,92,"1.533333",3541,"Very Light"
"1503960366","2016-04-21 21:00:00",104,21,"0.35",970,"Nothing"
"1503960366","2016-04-21 22:00:00",63,9,"0.15",89,"Nothing"
"1503960366","2016-04-21 23:00:00",84,15,"0.25",598,"Nothing"
"1503960366","2016-04-22 12:00:00",57,0,"0",0,"Nothing"
"1503960366","2016-04-22 01:00:00",47,0,"0",0,"Nothing"
"1503960366","2016-04-22 02:00:00",47,0,"0",0,"Nothing"
"1503960366","2016-04-22 03:00:00",47,0,"0",0,"Nothing"
"1503960366","2016-04-22 04:00:00",47,0,"0",0,"Nothing"
"1503960366","2016-04-22 05:00:00",47,0,"0",0,"Nothing"
"1503960366","2016-04-22 06:00:00",47,0,"0",0,"Nothing"
"1503960366","2016-04-22 07:00:00",47,0,"0",0,"Nothing"
"1503960366","2016-04-22 08:00:00",47,0,"0",0,"Nothing"
"1503960366","2016-04-22 09:00:00",65,13,"0.216667",192,"Nothing"
"1503960366","2016-04-22 10:00:00",54,2,"0.033333",29,"Nothing"
"1503960366","2016-04-22 11:00:00",102,34,"0.566667",958,"Just Noticeable"
"1503960366","2016-04-23 00:00:00",63,2,"0.033333",38,"Nothing"
"1503960366","2016-04-22 13:00:00",60,4,"0.066667",118,"Nothing"
"1503960366","2016-04-22 14:00:00",54,0,"0",0,"Nothing"
"1503960366","2016-04-22 15:00:00",66,10,"0.166667",180,"Nothing"
"1503960366","2016-04-22 16:00:00",58,4,"0.066667",22,"Nothing"
"1503960366","2016-04-22 17:00:00",104,18,"0.3",1041,"Nothing"
"1503960366","2016-04-22 18:00:00",87,23,"0.383333",514,"Nothing"
"1503960366","2016-04-22 19:00:00",82,16,"0.266667",629,"Nothing"
"1503960366","2016-04-22 20:00:00",71,13,"0.216667",329,"Nothing"
"1503960366","2016-04-22 21:00:00",311,159,"2.65",5934,"Light"
"1503960366","2016-04-22 22:00:00",95,30,"0.5",855,"Just Noticeable"
"1503960366","2016-04-22 23:00:00",136,54,"0.9",1925,"Just Noticeable"
"1503960366","2016-04-23 12:00:00",129,9,"0.15",182,"Nothing"
"1503960366","2016-04-23 01:00:00",47,0,"0",0,"Nothing"
"1503960366","2016-04-23 02:00:00",49,1,"0.016667",11,"Nothing"
"1503960366","2016-04-23 03:00:00",47,0,"0",0,"Nothing"
"1503960366","2016-04-23 04:00:00",47,0,"0",0,"Nothing"
"1503960366","2016-04-23 05:00:00",48,0,"0",0,"Nothing"
"1503960366","2016-04-23 06:00:00",50,2,"0.033333",12,"Nothing"
"1503960366","2016-04-23 07:00:00",48,0,"0",0,"Nothing"
"1503960366","2016-04-23 08:00:00",59,8,"0.133333",127,"Nothing"
"1503960366","2016-04-23 09:00:00",75,17,"0.283333",285,"Nothing"
"1503960366","2016-04-23 10:00:00",56,4,"0.066667",49,"Nothing"
"1503960366","2016-04-23 11:00:00",84,11,"0.183333",703,"Nothing"
"1503960366","2016-04-24 00:00:00",66,49,"0.816667",1597,"Just Noticeable"
"1503960366","2016-04-23 13:00:00",129,51,"0.85",1453,"Just Noticeable"
"1503960366","2016-04-23 14:00:00",78,20,"0.333333",202,"Nothing"
"1503960366","2016-04-23 15:00:00",73,15,"0.25",158,"Nothing"
"1503960366","2016-04-23 16:00:00",140,52,"0.866667",2008,"Just Noticeable"
"1503960366","2016-04-23 17:00:00",121,26,"0.433333",1472,"Nothing"
"1503960366","2016-04-23 18:00:00",173,66,"1.1",2569,"Very Light"
"1503960366","2016-04-23 19:00:00",51,2,"0.033333",29,"Nothing"
"1503960366","2016-04-23 20:00:00",63,9,"0.15",142,"Nothing"
"1503960366","2016-04-23 21:00:00",162,54,"0.9",2432,"Just Noticeable"
"1503960366","2016-04-23 22:00:00",96,25,"0.416667",709,"Nothing"
"1503960366","2016-04-23 23:00:00",60,6,"0.1",231,"Nothing"
"1503960366","2016-04-24 12:00:00",82,10,"0.166667",141,"Nothing"
"1503960366","2016-04-24 01:00:00",54,2,"0.033333",42,"Nothing"
"1503960366","2016-04-24 02:00:00",48,0,"0",0,"Nothing"
"1503960366","2016-04-24 03:00:00",48,0,"0",0,"Nothing"
"1503960366","2016-04-24 04:00:00",49,1,"0.016667",8,"Nothing"
"1503960366","2016-04-24 05:00:00",48,0,"0",0,"Nothing"
"1503960366","2016-04-24 06:00:00",49,1,"0.016667",7,"Nothing"
"1503960366","2016-04-24 07:00:00",47,0,"0",0,"Nothing"
"1503960366","2016-04-24 08:00:00",49,1,"0.016667",8,"Nothing"
"1503960366","2016-04-24 09:00:00",59,8,"0.133333",76,"Nothing"
"1503960366","2016-04-24 10:00:00",90,26,"0.433333",492,"Nothing"
"1503960366","2016-04-24 11:00:00",67,12,"0.2",149,"Nothing"
"1503960366","2016-04-25 00:00:00",62,12,"0.2",548,"Nothing"
"1503960366","2016-04-24 13:00:00",74,12,"0.2",394,"Nothing"
"1503960366","2016-04-24 14:00:00",52,1,"0.016667",26,"Nothing"
"1503960366","2016-04-24 15:00:00",52,2,"0.033333",27,"Nothing"
"1503960366","2016-04-24 16:00:00",102,29,"0.483333",885,"Nothing"
"1503960366","2016-04-24 17:00:00",86,25,"0.416667",411,"Nothing"
"1503960366","2016-04-24 18:00:00",115,40,"0.666667",911,"Just Noticeable"
"1503960366","2016-04-24 19:00:00",270,131,"2.183333",4871,"Light"
"1503960366","2016-04-24 20:00:00",76,18,"0.3",342,"Nothing"
"1503960366","2016-04-24 21:00:00",74,17,"0.283333",244,"Nothing"
"1503960366","2016-04-24 22:00:00",61,7,"0.116667",66,"Nothing"
"1503960366","2016-04-24 23:00:00",72,10,"0.166667",391,"Nothing"
"1503960366","2016-04-25 12:00:00",92,8,"0.133333",95,"Nothing"
"1503960366","2016-04-25 01:00:00",53,3,"0.05",22,"Nothing"
"1503960366","2016-04-25 02:00:00",57,6,"0.1",97,"Nothing"
"1503960366","2016-04-25 03:00:00",47,0,"0",0,"Nothing"
"1503960366","2016-04-25 04:00:00",50,2,"0.033333",25,"Nothing"
"1503960366","2016-04-25 05:00:00",49,1,"0.016667",4,"Nothing"
"1503960366","2016-04-25 06:00:00",47,0,"0",0,"Nothing"
"1503960366","2016-04-25 07:00:00",52,3,"0.05",44,"Nothing"
"1503960366","2016-04-25 08:00:00",83,22,"0.366667",426,"Nothing"
"1503960366","2016-04-25 09:00:00",146,46,"0.766667",2041,"Just Noticeable"
"1503960366","2016-04-25 10:00:00",73,12,"0.2",258,"Nothing"
"1503960366","2016-04-25 11:00:00",121,24,"0.4",1468,"Nothing"
"1503960366","2016-04-26 00:00:00",56,19,"0.316667",707,"Nothing"
"1503960366","2016-04-25 13:00:00",75,13,"0.216667",299,"Nothing"
"1503960366","2016-04-25 14:00:00",62,5,"0.083333",94,"Nothing"
"1503960366","2016-04-25 15:00:00",76,13,"0.216667",359,"Nothing"
"1503960366","2016-04-25 16:00:00",71,10,"0.166667",263,"Nothing"
"1503960366","2016-04-25 17:00:00",67,8,"0.133333",188,"Nothing"
"1503960366","2016-04-25 18:00:00",61,6,"0.1",116,"Nothing"
"1503960366","2016-04-25 19:00:00",182,86,"1.433333",2815,"Very Light"
"1503960366","2016-04-25 20:00:00",95,30,"0.5",895,"Just Noticeable"
"1503960366","2016-04-25 21:00:00",267,132,"2.2",4895,"Light"
"1503960366","2016-04-25 22:00:00",68,11,"0.183333",188,"Nothing"
"1503960366","2016-04-25 23:00:00",54,3,"0.05",56,"Nothing"
"1503960366","2016-04-26 12:00:00",74,4,"0.066667",101,"Nothing"
"1503960366","2016-04-26 01:00:00",66,11,"0.183333",178,"Nothing"
"1503960366","2016-04-26 02:00:00",51,0,"0",0,"Nothing"
"1503960366","2016-04-26 03:00:00",64,11,"0.183333",145,"Nothing"
"1503960366","2016-04-26 04:00:00",48,0,"0",0,"Nothing"
"1503960366","2016-04-26 05:00:00",49,1,"0.016667",7,"Nothing"
"1503960366","2016-04-26 06:00:00",48,0,"0",0,"Nothing"
"1503960366","2016-04-26 07:00:00",52,3,"0.05",28,"Nothing"
"1503960366","2016-04-26 08:00:00",67,13,"0.216667",173,"Nothing"
"1503960366","2016-04-26 09:00:00",139,31,"0.516667",1826,"Just Noticeable"
"1503960366","2016-04-26 10:00:00",92,22,"0.366667",666,"Nothing"
"1503960366","2016-04-26 11:00:00",78,17,"0.283333",266,"Nothing"
"1503960366","2016-04-27 00:00:00",68,10,"0.166667",415,"Nothing"
"1503960366","2016-04-26 13:00:00",126,42,"0.7",1571,"Just Noticeable"
"1503960366","2016-04-26 14:00:00",142,60,"1",1998,"Very Light"
"1503960366","2016-04-26 15:00:00",74,9,"0.15",323,"Nothing"
"1503960366","2016-04-26 16:00:00",93,22,"0.366667",697,"Nothing"
"1503960366","2016-04-26 17:00:00",60,5,"0.083333",143,"Nothing"
"1503960366","2016-04-26 18:00:00",169,72,"1.2",2513,"Very Light"
"1503960366","2016-04-26 19:00:00",73,15,"0.25",148,"Nothing"
"1503960366","2016-04-26 20:00:00",127,26,"0.433333",1649,"Nothing"
"1503960366","2016-04-26 21:00:00",79,14,"0.233333",450,"Nothing"
"1503960366","2016-04-26 22:00:00",66,9,"0.15",148,"Nothing"
"1503960366","2016-04-26 23:00:00",80,21,"0.35",310,"Nothing"
"1503960366","2016-04-27 12:00:00",89,10,"0.166667",277,"Nothing"
"1503960366","2016-04-27 01:00:00",59,5,"0.083333",60,"Nothing"
"1503960366","2016-04-27 02:00:00",53,2,"0.033333",17,"Nothing"
"1503960366","2016-04-27 03:00:00",47,0,"0",0,"Nothing"
"1503960366","2016-04-27 04:00:00",47,0,"0",0,"Nothing"
"1503960366","2016-04-27 05:00:00",47,0,"0",0,"Nothing"
"1503960366","2016-04-27 06:00:00",47,0,"0",0,"Nothing"
"1503960366","2016-04-27 07:00:00",47,0,"0",0,"Nothing"
"1503960366","2016-04-27 08:00:00",47,0,"0",0,"Nothing"
"1503960366","2016-04-27 09:00:00",149,33,"0.55",1916,"Just Noticeable"
"1503960366","2016-04-27 10:00:00",93,27,"0.45",502,"Nothing"
