Id,ActivityHour,StepTotal
1503960366,2016-04-20 16:00:00,261
1503960366,2016-04-20 17:00:00,13
1503960366,2016-04-20 18:00:00,1308
1503960366,2016-04-20 19:00:00,1558
1503960366,2016-04-20 20:00:00,499
1503960366,2016-04-20 21:00:00,395
1503960366,2016-04-20 22:00:00,77
1503960366,2016-04-20 23:00:00,1255
1503960366,2016-04-21 12:00:00,17
1503960366,2016-04-21 01:00:00,129
1503960366,2016-04-21 02:00:00,81
1503960366,2016-04-21 03:00:00,0
1503960366,2016-04-21 04:00:00,0
1503960366,2016-04-21 05:00:00,0
1503960366,2016-04-21 06:00:00,0
1503960366,2016-04-21 07:00:00,38
1503960366,2016-04-21 08:00:00,245
1503960366,2016-04-21 09:00:00,1672
1503960366,2016-04-21 10:00:00,255
1503960366,2016-04-21 11:00:00,0
1503960366,2016-04-22 00:00:00,384
1503960366,2016-04-21 13:00:00,1140
1503960366,2016-04-21 14:00:00,12
1503960366,2016-04-21 15:00:00,213
1503960366,2016-04-21 16:00:00,26
1503960366,2016-04-21 17:00:00,96
1503960366,2016-04-21 18:00:00,213
1503960366,2016-04-21 19:00:00,100
1503960366,2016-04-21 20:00:00,3541
1503960366,2016-04-21 21:00:00,970
1503960366,2016-04-21 22:00:00,89
1503960366,2016-04-21 23:00:00,598
1503960366,2016-04-22 12:00:00,0
1503960366,2016-04-22 01:00:00,0
1503960366,2016-04-22 02:00:00,0
1503960366,2016-04-22 03:00:00,0
1503960366,2016-04-22 04:00:00,0
1503960366,2016-04-22 05:00:00,0
1503960366,2016-04-22 06:00:00,0
1503960366,2016-04-22 07:00:00,0
1503960366,2016-04-22 08:00:00,0
1503960366,2016-04-22 09:00:00,192
1503960366,2016-04-22 10:00:00,29
1503960366,2016-04-22 11:00:00,958
1503960366,2016-04-23 00:00:00,38
1503960366,2016-04-22 13:00:00,118
1503960366,2016-04-22 14:00:00,0
1503960366,2016-04-22 15:00:00,180
1503960366,2016-04-22 16:00:00,22
1503960366,2016-04-22 17:00:00,1041
1503960366,2016-04-22 18:00:00,514
1503960366,2016-04-22 19:00:00,629
1503960366,2016-04-22 20:00:00,329
1503960366,2016-04-22 21:00:00,5934
1503960366,2016-04-22 22:00:00,855
1503960366,2016-04-22 23:00:00,1925
1503960366,2016-04-23 12:00:00,182
1503960366,2016-04-23 01:00:00,0
1503960366,2016-04-23 02:00:00,11
1503960366,2016-04-23 03:00:00,0
1503960366,2016-04-23 04:00:00,0
1503960366,2016-04-23 05:00:00,0
1503960366,2016-04-23 06:00:00,12
1503960366,2016-04-23 07:00:00,0
1503960366,2016-04-23 08:00:00,127
1503960366,2016-04-23 09:00:00,285
1503960366,2016-04-23 10:00:00,49
1503960366,2016-04-23 11:00:00,703
1503960366,2016-04-24 00:00:00,1597
1503960366,2016-04-23 13:00:00,1453
1503960366,2016-04-23 14:00:00,202
1503960366,2016-04-23 15:00:00,158
1503960366,2016-04-23 16:00:00,2008
1503960366,2016-04-23 17:00:00,1472
1503960366,2016-04-23 18:00:00,2569
1503960366,2016-04-23 19:00:00,29
1503960366,2016-04-23 20:00:00,142
1503960366,2016-04-23 21:00:00,2432
1503960366,2016-04-23 22:00:00,709
1503960366,2016-04-23 23:00:00,231
1503960366,2016-04-24 12:00:00,141
1503960366,2016-04-24 01:00:00,42
1503960366,2016-04-24 02:00:00,0
1503960366,2016-04-24 03:00:00,0
1503960366,2016-04-24 04:00:00,8
1503960366,2016-04-24 05:00:00,0
1503960366,2016-04-24 06:00:00,7
1503960366,2016-04-24 07:00:00,0
1503960366,2016-04-24 08:00:00,8
1503960366,2016-04-24 09:00:00,76
1503960366,2016-04-24 10:00:00,492
1503960366,2016-04-24 11:00:00,149
1503960366,2016-04-25 00:00:00,548
1503960366,2016-04-24 13:00:00,394
1503960366,2016-04-24 14:00:00,26
1503960366,2016-04-24 15:00:00,27
1503960366,2016-04-24 16:00:00,885
1503960366,2016-04-24 17:00:00,411
1503960366,2016-04-24 18:00:00,911
1503960366,2016-04-24 19:00:00,4871
1503960366,2016-04-24 20:00:00,342
1503960366,2016-04-24 21:00:00,244
1503960366,2016-04-24 22:00:00,66
1503960366,2016-04-24 23:00:00,391
1503960366,2016-04-25 12:00:00,95
1503960366,2016-04-25 01:00:00,22
1503960366,2016-04-25 02:00:00,97
1503960366,2016-04-25 03:00:00,0
1503960366,2016-04-25 04:00:00,25
1503960366,2016-04-25 05:00:00,4
1503960366,2016-04-25 06:00:00,0
1503960366,2016-04-25 07:00:00,44
1503960366,2016-04-25 08:00:00,426
1503960366,2016-04-25 09:00:00,2041
1503960366,2016-04-25 10:00:00,258
1503960366,2016-04-25 11:00:00,1468
1503960366,2016-04-26 00:00:00,707
1503960366,2016-04-25 13:00:00,299
1503960366,2016-04-25 14:00:00,94
1503960366,2016-04-25 15:00:00,359
1503960366,2016-04-25 16:00:00,263
1503960366,2016-04-25 17:00:00,188
1503960366,2016-04-25 18:00:00,116
1503960366,2016-04-25 19:00:00,2815
1503960366,2016-04-25 20:00:00,895
1503960366,2016-04-25 21:00:00,4895
1503960366,2016-04-25 22:00:00,188
1503960366,2016-04-25 23:00:00,56
1503960366,2016-04-26 12:00:00,101
1503960366,2016-04-26 01:00:00,178
1503960366,2016-04-26 02:00:00,0
1503960366,2016-04-26 03:00:00,145
1503960366,2016-04-26 04:00:00,0
1503960366,2016-04-26 05:00:00,7
1503960366,2016-04-26 06:00:00,0
1503960366,2016-04-26 07:00:00,28
1503960366,2016-04-26 08:00:00,173
1503960366,2016-04-26 09:00:00,1826
1503960366,2016-04-26 10:00:00,666
1503960366,2016-04-26 11:00:00,266
1503960366,2016-04-27 00:00:00,415
1503960366,2016-04-26 13:00:00,1571
1503960366,2016-04-26 14:00:00,1998
1503960366,2016-04-26 15:00:00,323
1503960366,2016-04-26 16:00:00,697
1503960366,2016-04-26 17:00:00,143
1503960366,2016-04-26 18:00:00,2513
1503960366,2016-04-26 19:00:00,148
1503960366,2016-04-26 20:00:00,1649
1503960366,2016-04-26 21:00:00,450
1503960366,2016-04-26 22:00:00,148
1503960366,2016-04-26 23:00:00,310
1503960366,2016-04-27 12:00:00,277
1503960366,2016-04-27 01:00:00,60
1503960366,2016-04-27 02:00:00,17
1503960366,2016-04-27 03:00:00,0
1503960366,2016-04-27 04:00:00,0
1503960366,2016-04-27 05:00:00,0
1503960366,2016-04-27 06:00:00,0
1503960366,2016-04-27 07:00:00,0
1503960366,2016-04-27 08:00:00,0
1503960366,2016-04-27 09:00:00,1916
1503960366,2016-04-27 10:00:00,502
1503960366,2016-04-27 11:00:00,797
1503960366,2016-04-28 00:00:00,701
1503960366,2016-04-27 13:00:00,319
1503960366,2016-04-27 14:00:00,1932
1503960366,2016-04-27 15:00:00,59
1503960366,2016-04-27 16:00:00,98
1503960366,2016-04-27 17:00:00,261
1503960366,2016-04-27 18:00:00,2714
1503960366,2016-04-27 19:00:00,5786
1503960366,2016-04-27 20:00:00,2420
1503960366,2016-04-27 21:00:00,266
1503960366,2016-04-27 22:00:00,0
1503960366,2016-04-27 23:00:00,0
1503960366,2016-04-28 12:00:00,0
1503960366,2016-04-28 01:00:00,127
1503960366,2016-04-28 02:00:00,0
1503960366,2016-04-28 03:00:00,0
1503960366,2016-04-28 04:00:00,0
1503960366,2016-04-28 05:00:00,0
1503960366,2016-04-28 06:00:00,0
1503960366,2016-04-28 07:00:00,14
1503960366,2016-04-28 08:00:00,128
1503960366,2016-04-28 09:00:00,1192
1503960366,2016-04-28 10:00:00,987
1503960366,2016-04-28 11:00:00,288
1503960366,2016-04-29 00:00:00,317
1503960366,2016-04-28 13:00:00,1144
1503960366,2016-04-28 14:00:00,1512
1503960366,2016-04-28 15:00:00,115
1503960366,2016-04-28 16:00:00,554
1503960366,2016-04-28 17:00:00,235
1503960366,2016-04-28 18:00:00,1829
1503960366,2016-04-28 19:00:00,13
1503960366,2016-04-28 20:00:00,2122
1503960366,2016-04-28 21:00:00,986
1503960366,2016-04-28 22:00:00,16
1503960366,2016-04-28 23:00:00,1512
1503960366,2016-04-29 12:00:00,202
1503960366,2016-04-29 01:00:00,0
1503960366,2016-04-29 02:00:00,71
1503960366,2016-04-29 03:00:00,0
1503960366,2016-04-29 04:00:00,0
1503960366,2016-04-29 05:00:00,0
1503960366,2016-04-29 06:00:00,0
1503960366,2016-04-29 07:00:00,27
1503960366,2016-04-29 08:00:00,201
1503960366,2016-04-29 09:00:00,1820
1503960366,2016-04-29 10:00:00,44
1503960366,2016-04-29 11:00:00,104
1503960366,2016-04-30 00:00:00,214
1503960366,2016-04-29 13:00:00,41
1503960366,2016-04-29 14:00:00,1711
1503960366,2016-04-29 15:00:00,1076
1503960366,2016-04-29 16:00:00,285
1503960366,2016-04-29 17:00:00,380
1503960366,2016-04-29 18:00:00,118
1503960366,2016-04-29 19:00:00,267
1503960366,2016-04-29 20:00:00,386
1503960366,2016-04-29 21:00:00,1366
1503960366,2016-04-29 22:00:00,1111
1503960366,2016-04-29 23:00:00,1757
1503960366,2016-04-30 12:00:00,19
1503960366,2016-04-30 01:00:00,65
1503960366,2016-04-30 02:00:00,0
1503960366,2016-04-30 03:00:00,6
1503960366,2016-04-30 04:00:00,0
1503960366,2016-04-30 05:00:00,0
1503960366,2016-04-30 06:00:00,0
1503960366,2016-04-30 07:00:00,0
1503960366,2016-04-30 08:00:00,60
1503960366,2016-04-30 09:00:00,148
1503960366,2016-04-30 10:00:00,239
1503960366,2016-04-30 11:00:00,127
1503960366,2016-05-01 00:00:00,92
1503960366,2016-04-30 13:00:00,141
1503960366,2016-04-30 14:00:00,520
1503960366,2016-04-30 15:00:00,993
1503960366,2016-04-30 16:00:00,3388
1503960366,2016-04-30 17:00:00,2176
1503960366,2016-04-30 18:00:00,2319
1503960366,2016-04-30 19:00:00,92
1503960366,2016-04-30 20:00:00,117
1503960366,2016-04-30 21:00:00,840
1503960366,2016-04-30 22:00:00,2139
1503960366,2016-04-30 23:00:00,1192
1503960366,2016-05-01 12:00:00,247
1503960366,2016-05-01 01:00:00,59
1503960366,2016-05-01 02:00:00,36
1503960366,2016-05-01 03:00:00,4
1503960366,2016-05-01 04:00:00,0
1503960366,2016-05-01 05:00:00,0
1503960366,2016-05-01 06:00:00,0
1503960366,2016-05-01 07:00:00,41
1503960366,2016-05-01 08:00:00,94
1503960366,2016-05-01 09:00:00,198
1503960366,2016-05-01 10:00:00,146
1503960366,2016-05-01 11:00:00,103
1503960366,2016-05-02 00:00:00,130
1503960366,2016-05-01 13:00:00,85
1503960366,2016-05-01 14:00:00,540
1503960366,2016-05-01 15:00:00,294
1503960366,2016-05-01 16:00:00,823
1503960366,2016-05-01 17:00:00,1053
1503960366,2016-05-01 18:00:00,2007
1503960366,2016-05-01 19:00:00,177
1503960366,2016-05-01 20:00:00,93
1503960366,2016-05-01 21:00:00,363
1503960366,2016-05-01 22:00:00,1552
1503960366,2016-05-01 23:00:00,2557
1503960366,2016-05-02 12:00:00,0
1503960366,2016-05-02 01:00:00,119
1503960366,2016-05-02 02:00:00,0
1503960366,2016-05-02 03:00:00,21
1503960366,2016-05-02 04:00:00,0
1503960366,2016-05-02 05:00:00,0
1503960366,2016-05-02 06:00:00,0
1503960366,2016-05-02 07:00:00,28
1503960366,2016-05-02 08:00:00,245
1503960366,2016-05-02 09:00:00,1690
1503960366,2016-05-02 10:00:00,369
1503960366,2016-05-02 11:00:00,384
1503960366,2016-05-03 00:00:00,2116
1503960366,2016-05-02 13:00:00,1064
1503960366,2016-05-02 14:00:00,355
1503960366,2016-05-02 15:00:00,418
1503960366,2016-05-02 16:00:00,420
1503960366,2016-05-02 17:00:00,340
1503960366,2016-05-02 18:00:00,227
1503960366,2016-05-02 19:00:00,235
1503960366,2016-05-02 20:00:00,3903
1503960366,2016-05-02 21:00:00,1427
1503960366,2016-05-02 22:00:00,945
1503960366,2016-05-02 23:00:00,404
1503960366,2016-05-03 12:00:00,55
1503960366,2016-05-03 01:00:00,79
1503960366,2016-05-03 02:00:00,20
1503960366,2016-05-03 03:00:00,110
1503960366,2016-05-03 04:00:00,0
1503960366,2016-05-03 05:00:00,0
1503960366,2016-05-03 06:00:00,16
1503960366,2016-05-03 07:00:00,23
1503960366,2016-05-03 08:00:00,158
1503960366,2016-05-03 09:00:00,1391
1503960366,2016-05-03 10:00:00,955
1503960366,2016-05-03 11:00:00,297
1503960366,2016-05-04 00:00:00,396
1503960366,2016-05-03 13:00:00,309
1503960366,2016-05-03 14:00:00,384
1503960366,2016-05-03 15:00:00,1719
1503960366,2016-05-03 16:00:00,870
1503960366,2016-05-03 17:00:00,690
1503960366,2016-05-03 18:00:00,3119
1503960366,2016-05-03 19:00:00,140
1503960366,2016-05-03 20:00:00,6
1503960366,2016-05-03 21:00:00,1333
1503960366,2016-05-03 22:00:00,2549
1503960366,2016-05-03 23:00:00,484
1503960366,2016-05-04 12:00:00,400
1503960366,2016-05-04 01:00:00,18
1503960366,2016-05-04 02:00:00,0
1503960366,2016-05-04 03:00:00,0
1503960366,2016-05-04 04:00:00,0
1503960366,2016-05-04 05:00:00,0
1503960366,2016-05-04 06:00:00,0
1503960366,2016-05-04 07:00:00,0
1503960366,2016-05-04 08:00:00,68
1503960366,2016-05-04 09:00:00,1470
1503960366,2016-05-04 10:00:00,598
1503960366,2016-05-04 11:00:00,194
1503960366,2016-05-05 00:00:00,366
1503960366,2016-05-04 13:00:00,318
1503960366,2016-05-04 14:00:00,2284
1503960366,2016-05-04 15:00:00,138
1503960366,2016-05-04 16:00:00,144
1503960366,2016-05-04 17:00:00,341
1503960366,2016-05-04 18:00:00,2041
1503960366,2016-05-04 19:00:00,205
1503960366,2016-05-04 20:00:00,1316
1503960366,2016-05-04 21:00:00,1106
1503960366,2016-05-04 22:00:00,93
1503960366,2016-05-04 23:00:00,0
1503960366,2016-05-05 12:00:00,70
1503960366,2016-05-05 01:00:00,113
1503960366,2016-05-05 02:00:00,19
1503960366,2016-05-05 03:00:00,0
1503960366,2016-05-05 04:00:00,44
1503960366,2016-05-05 05:00:00,0
1503960366,2016-05-05 06:00:00,8
1503960366,2016-05-05 07:00:00,23
1503960366,2016-05-05 08:00:00,107
1503960366,2016-05-05 09:00:00,1615
1503960366,2016-05-05 10:00:00,360
1503960366,2016-05-05 11:00:00,28
1503960366,2016-05-06 00:00:00,318
1503960366,2016-05-05 13:00:00,1231
1503960366,2016-05-05 14:00:00,375
1503960366,2016-05-05 15:00:00,187
1503960366,2016-05-05 16:00:00,989
1503960366,2016-05-05 17:00:00,2217
1503960366,2016-05-05 18:00:00,715
1503960366,2016-05-05 19:00:00,348
1503960366,2016-05-05 20:00:00,283
1503960366,2016-05-05 21:00:00,3897
1503960366,2016-05-05 22:00:00,900
1503960366,2016-05-05 23:00:00,200
1503960366,2016-05-06 12:00:00,186
1503960366,2016-05-06 01:00:00,4
1503960366,2016-05-06 02:00:00,88
1503960366,2016-05-06 03:00:00,0
1503960366,2016-05-06 04:00:00,19
1503960366,2016-05-06 05:00:00,0
1503960366,2016-05-06 06:00:00,0
1503960366,2016-05-06 07:00:00,23
1503960366,2016-05-06 08:00:00,146
1503960366,2016-05-06 09:00:00,1683
1503960366,2016-05-06 10:00:00,504
1503960366,2016-05-06 11:00:00,234
1503960366,2016-05-07 00:00:00,261
1503960366,2016-05-06 13:00:00,175
1503960366,2016-05-06 14:00:00,535
1503960366,2016-05-06 15:00:00,900
1503960366,2016-05-06 16:00:00,335
1503960366,2016-05-06 17:00:00,279
1503960366,2016-05-06 18:00:00,1532
1503960366,2016-05-06 19:00:00,2500
1503960366,2016-05-06 20:00:00,255
1503960366,2016-05-06 21:00:00,514
1503960366,2016-05-06 22:00:00,375
1503960366,2016-05-06 23:00:00,1611
1503960366,2016-05-07 12:00:00,168
1503960366,2016-05-07 01:00:00,0
1503960366,2016-05-07 02:00:00,19
1503960366,2016-05-07 03:00:00,0
1503960366,2016-05-07 04:00:00,0
1503960366,2016-05-07 05:00:00,0
1503960366,2016-05-07 06:00:00,0
1503960366,2016-05-07 07:00:00,0
1503960366,2016-05-07 08:00:00,132
1503960366,2016-05-07 09:00:00,115
1503960366,2016-05-07 10:00:00,1291
1503960366,2016-05-07 11:00:00,2352
1503960366,2016-05-08 00:00:00,129
1503960366,2016-05-07 13:00:00,77
1503960366,2016-05-07 14:00:00,125
1503960366,2016-05-07 15:00:00,318
1503960366,2016-05-07 16:00:00,259
1503960366,2016-05-07 17:00:00,173
1503960366,2016-05-07 18:00:00,253
1503960366,2016-05-07 19:00:00,652
1503960366,2016-05-07 20:00:00,102
1503960366,2016-05-07 21:00:00,2073
1503960366,2016-05-07 22:00:00,3696
1503960366,2016-05-07 23:00:00,58
1503960366,2016-05-08 12:00:00,147
1503960366,2016-05-08 01:00:00,0
1503960366,2016-05-08 02:00:00,0
1503960366,2016-05-08 03:00:00,0
1503960366,2016-05-08 04:00:00,6
1503960366,2016-05-08 05:00:00,0
1503960366,2016-05-08 06:00:00,7
1503960366,2016-05-08 07:00:00,0
1503960366,2016-05-08 08:00:00,0
1503960366,2016-05-08 09:00:00,0
1503960366,2016-05-08 10:00:00,0
1503960366,2016-05-08 11:00:00,0
1503960366,2016-05-09 00:00:00,511
1503960366,2016-05-08 13:00:00,227
1503960366,2016-05-08 14:00:00,660
1503960366,2016-05-08 15:00:00,341
1503960366,2016-05-08 16:00:00,100
1503960366,2016-05-08 17:00:00,240
1503960366,2016-05-08 18:00:00,4472
1503960366,2016-05-08 19:00:00,1069
1503960366,2016-05-08 20:00:00,793
1503960366,2016-05-08 21:00:00,663
1503960366,2016-05-08 22:00:00,553
1503960366,2016-05-08 23:00:00,271
1503960366,2016-05-09 12:00:00,135
1503960366,2016-05-09 01:00:00,0
1503960366,2016-05-09 02:00:00,0
1503960366,2016-05-09 03:00:00,0
1503960366,2016-05-09 04:00:00,0
1503960366,2016-05-09 05:00:00,14
1503960366,2016-05-09 06:00:00,408
1503960366,2016-05-09 07:00:00,214
1503960366,2016-05-09 08:00:00,109
1503960366,2016-05-09 09:00:00,160
1503960366,2016-05-09 10:00:00,322
1503960366,2016-05-09 11:00:00,477
1503960366,2016-05-10 00:00:00,507
1503960366,2016-05-09 13:00:00,7
1503960366,2016-05-09 14:00:00,0
1503960366,2016-05-09 15:00:00,22
1503960366,2016-05-09 16:00:00,2692
1503960366,2016-05-09 17:00:00,1260
1503960366,2016-05-09 18:00:00,624
1503960366,2016-05-09 19:00:00,1062
1503960366,2016-05-09 20:00:00,1325
1503960366,2016-05-09 21:00:00,2684
1503960366,2016-05-09 22:00:00,0
1503960366,2016-05-09 23:00:00,0
1503960366,2016-05-10 12:00:00,0
1503960366,2016-05-10 01:00:00,92
1503960366,2016-05-10 02:00:00,0
1503960366,2016-05-10 03:00:00,0
1503960366,2016-05-10 04:00:00,0
1503960366,2016-05-10 05:00:00,0
1503960366,2016-05-10 06:00:00,0
1503960366,2016-05-10 07:00:00,47
1503960366,2016-05-10 08:00:00,227
1503960366,2016-05-10 09:00:00,1461
1503960366,2016-05-10 10:00:00,258
1503960366,2016-05-10 11:00:00,988
1503960366,2016-05-11 00:00:00,74
1503960366,2016-05-10 13:00:00,234
1503960366,2016-05-10 14:00:00,159
1503960366,2016-05-10 15:00:00,1038
1503960366,2016-05-10 16:00:00,312
1503960366,2016-05-10 17:00:00,645
1503960366,2016-05-10 18:00:00,2494
1503960366,2016-05-10 19:00:00,1418
