Id,ActivityHour,Calories
1503960366,2016-04-15 18:00:00,87
1503960366,2016-04-15 19:00:00,97
1503960366,2016-04-15 20:00:00,64
1503960366,2016-04-15 21:00:00,75
1503960366,2016-04-15 22:00:00,151
1503960366,2016-04-15 23:00:00,182
1503960366,2016-04-16 00:00:00,77
1503960366,2016-04-16 01:00:00,48
1503960366,2016-04-16 02:00:00,52
1503960366,2016-04-16 03:00:00,48
1503960366,2016-04-16 04:00:00,49
1503960366,2016-04-16 05:00:00,49
1503960366,2016-04-16 06:00:00,48
1503960366,2016-04-16 07:00:00,54
1503960366,2016-04-16 08:00:00,62
1503960366,2016-04-16 09:00:00,124
1503960366,2016-04-16 10:00:00,110
1503960366,2016-04-16 11:00:00,147
1503960366,2016-04-16 12:00:00,119
1503960366,2016-04-16 13:00:00,214
1503960366,2016-04-16 14:00:00,82
1503960366,2016-04-16 15:00:00,51
1503960366,2016-04-16 16:00:00,54
1503960366,2016-04-16 17:00:00,79
1503960366,2016-04-16 18:00:00,65
1503960366,2016-04-16 19:00:00,67
1503960366,2016-04-16 20:00:00,81
1503960366,2016-04-16 21:00:00,75
1503960366,2016-04-16 22:00:00,55
1503960366,2016-04-16 23:00:00,56
1503960366,2016-04-17 00:00:00,47
1503960366,2016-04-17 01:00:00,48
1503960366,2016-04-17 02:00:00,47
1503960366,2016-04-17 03:00:00,49
1503960366,2016-04-17 04:00:00,48
1503960366,2016-04-17 05:00:00,48
1503960366,2016-04-17 06:00:00,48
1503960366,2016-04-17 07:00:00,48
1503960366,2016-04-17 08:00:00,48
1503960366,2016-04-17 09:00:00,48
1503960366,2016-04-17 10:00:00,47
1503960366,2016-04-17 11:00:00,63
1503960366,2016-04-17 12:00:00,76
1503960366,2016-04-17 13:00:00,83
1503960366,2016-04-17 14:00:00,69
1503960366,2016-04-17 15:00:00,73
1503960366,2016-04-17 16:00:00,57
1503960366,2016-04-17 17:00:00,174
1503960366,2016-04-17 18:00:00,136
1503960366,2016-04-17 19:00:00,95
1503960366,2016-04-17 20:00:00,191
1503960366,2016-04-17 21:00:00,79
1503960366,2016-04-17 22:00:00,58
1503960366,2016-04-17 23:00:00,50
1503960366,2016-04-18 00:00:00,82
1503960366,2016-04-18 01:00:00,48
1503960366,2016-04-18 02:00:00,47
1503960366,2016-04-18 03:00:00,47
1503960366,2016-04-18 04:00:00,47
1503960366,2016-04-18 05:00:00,47
1503960366,2016-04-18 06:00:00,47
1503960366,2016-04-18 07:00:00,47
1503960366,2016-04-18 08:00:00,47
1503960366,2016-04-18 09:00:00,133
1503960366,2016-04-18 10:00:00,81
1503960366,2016-04-18 11:00:00,73
1503960366,2016-04-18 12:00:00,118
1503960366,2016-04-18 13:00:00,70
1503960366,2016-04-18 14:00:00,64
1503960366,2016-04-18 15:00:00,80
1503960366,2016-04-18 16:00:00,78
1503960366,2016-04-18 17:00:00,79
1503960366,2016-04-18 18:00:00,234
1503960366,2016-04-18 19:00:00,157
1503960366,2016-04-18 20:00:00,57
1503960366,2016-04-18 21:00:00,68
1503960366,2016-04-18 22:00:00,86
1503960366,2016-04-18 23:00:00,83
1503960366,2016-04-19 00:00:00,47
1503960366,2016-04-19 01:00:00,49
1503960366,2016-04-19 02:00:00,47
1503960366,2016-04-19 03:00:00,50
1503960366,2016-04-19 04:00:00,47
1503960366,2016-04-19 05:00:00,47
1503960366,2016-04-19 06:00:00,49
1503960366,2016-04-19 07:00:00,75
1503960366,2016-04-19 08:00:00,130
1503960366,2016-04-19 09:00:00,79
1503960366,2016-04-19 10:00:00,75
1503960366,2016-04-19 11:00:00,72
1503960366,2016-04-19 12:00:00,143
1503960366,2016-04-19 13:00:00,171
1503960366,2016-04-19 14:00:00,76
1503960366,2016-04-19 15:00:00,72
1503960366,2016-04-19 16:00:00,71
1503960366,2016-04-19 17:00:00,90
1503960366,2016-04-19 18:00:00,120
1503960366,2016-04-19 19:00:00,93
1503960366,2016-04-19 20:00:00,159
1503960366,2016-04-19 21:00:00,94
1503960366,2016-04-19 22:00:00,58
1503960366,2016-04-19 23:00:00,120
1503960366,2016-04-20 00:00:00,54
1503960366,2016-04-20 01:00:00,53
1503960366,2016-04-20 02:00:00,47
1503960366,2016-04-20 03:00:00,48
1503960366,2016-04-20 04:00:00,48
1503960366,2016-04-20 05:00:00,47
1503960366,2016-04-20 06:00:00,48
1503960366,2016-04-20 07:00:00,51
1503960366,2016-04-20 08:00:00,70
1503960366,2016-04-20 09:00:00,144
1503960366,2016-04-20 10:00:00,79
1503960366,2016-04-20 11:00:00,58
1503960366,2016-04-20 12:00:00,64
1503960366,2016-04-20 13:00:00,61
1503960366,2016-04-20 14:00:00,113
1503960366,2016-04-20 15:00:00,97
1503960366,2016-04-20 16:00:00,70
1503960366,2016-04-20 17:00:00,57
1503960366,2016-04-20 18:00:00,114
1503960366,2016-04-20 19:00:00,117
1503960366,2016-04-20 20:00:00,80
1503960366,2016-04-20 21:00:00,83
1503960366,2016-04-20 22:00:00,62
1503960366,2016-04-20 23:00:00,120
1503960366,2016-04-21 00:00:00,54
1503960366,2016-04-21 01:00:00,61
1503960366,2016-04-21 02:00:00,55
1503960366,2016-04-21 03:00:00,48
1503960366,2016-04-21 04:00:00,47
1503960366,2016-04-21 05:00:00,47
1503960366,2016-04-21 06:00:00,48
1503960366,2016-04-21 07:00:00,52
1503960366,2016-04-21 08:00:00,71
1503960366,2016-04-21 09:00:00,133
1503960366,2016-04-21 10:00:00,77
1503960366,2016-04-21 11:00:00,55
1503960366,2016-04-21 12:00:00,73
1503960366,2016-04-21 13:00:00,113
1503960366,2016-04-21 14:00:00,58
1503960366,2016-04-21 15:00:00,68
1503960366,2016-04-21 16:00:00,60
1503960366,2016-04-21 17:00:00,60
1503960366,2016-04-21 18:00:00,69
1503960366,2016-04-21 19:00:00,64
1503960366,2016-04-21 20:00:00,213
1503960366,2016-04-21 21:00:00,104
1503960366,2016-04-21 22:00:00,63
1503960366,2016-04-21 23:00:00,84
1503960366,2016-04-22 00:00:00,47
1503960366,2016-04-22 01:00:00,47
1503960366,2016-04-22 02:00:00,47
1503960366,2016-04-22 03:00:00,47
1503960366,2016-04-22 04:00:00,47
1503960366,2016-04-22 05:00:00,47
1503960366,2016-04-22 06:00:00,47
1503960366,2016-04-22 07:00:00,47
1503960366,2016-04-22 08:00:00,47
1503960366,2016-04-22 09:00:00,65
1503960366,2016-04-22 10:00:00,54
1503960366,2016-04-22 11:00:00,102
1503960366,2016-04-22 12:00:00,57
1503960366,2016-04-22 13:00:00,60
1503960366,2016-04-22 14:00:00,54
1503960366,2016-04-22 15:00:00,66
1503960366,2016-04-22 16:00:00,58
1503960366,2016-04-22 17:00:00,104
1503960366,2016-04-22 18:00:00,87
1503960366,2016-04-22 19:00:00,82
1503960366,2016-04-22 20:00:00,71
1503960366,2016-04-22 21:00:00,311
1503960366,2016-04-22 22:00:00,95
1503960366,2016-04-22 23:00:00,136
1503960366,2016-04-23 00:00:00,63
1503960366,2016-04-23 01:00:00,47
1503960366,2016-04-23 02:00:00,49
1503960366,2016-04-23 03:00:00,47
1503960366,2016-04-23 04:00:00,47
1503960366,2016-04-23 05:00:00,48
1503960366,2016-04-23 06:00:00,50
1503960366,2016-04-23 07:00:00,48
1503960366,2016-04-23 08:00:00,59
1503960366,2016-04-23 09:00:00,75
1503960366,2016-04-23 10:00:00,56
1503960366,2016-04-23 11:00:00,84
1503960366,2016-04-23 12:00:00,129
1503960366,2016-04-23 13:00:00,129
1503960366,2016-04-23 14:00:00,78
1503960366,2016-04-23 15:00:00,73
1503960366,2016-04-23 16:00:00,140
1503960366,2016-04-23 17:00:00,121
1503960366,2016-04-23 18:00:00,173
1503960366,2016-04-23 19:00:00,51
1503960366,2016-04-23 20:00:00,63
1503960366,2016-04-23 21:00:00,162
1503960366,2016-04-23 22:00:00,96
1503960366,2016-04-23 23:00:00,60
1503960366,2016-04-24 00:00:00,66
1503960366,2016-04-24 01:00:00,54
1503960366,2016-04-24 02:00:00,48
1503960366,2016-04-24 03:00:00,48
1503960366,2016-04-24 04:00:00,49
1503960366,2016-04-24 05:00:00,48
1503960366,2016-04-24 06:00:00,49
1503960366,2016-04-24 07:00:00,47
1503960366,2016-04-24 08:00:00,49
1503960366,2016-04-24 09:00:00,59
1503960366,2016-04-24 10:00:00,90
1503960366,2016-04-24 11:00:00,67
1503960366,2016-04-24 12:00:00,82
1503960366,2016-04-24 13:00:00,74
1503960366,2016-04-24 14:00:00,52
1503960366,2016-04-24 15:00:00,52
1503960366,2016-04-24 16:00:00,102
1503960366,2016-04-24 17:00:00,86
1503960366,2016-04-24 18:00:00,115
1503960366,2016-04-24 19:00:00,270
1503960366,2016-04-24 20:00:00,76
1503960366,2016-04-24 21:00:00,74
1503960366,2016-04-24 22:00:00,61
1503960366,2016-04-24 23:00:00,72
1503960366,2016-04-25 00:00:00,62
1503960366,2016-04-25 01:00:00,53
1503960366,2016-04-25 02:00:00,57
1503960366,2016-04-25 03:00:00,47
1503960366,2016-04-25 04:00:00,50
1503960366,2016-04-25 05:00:00,49
1503960366,2016-04-25 06:00:00,47
1503960366,2016-04-25 07:00:00,52
1503960366,2016-04-25 08:00:00,83
1503960366,2016-04-25 09:00:00,146
1503960366,2016-04-25 10:00:00,73
1503960366,2016-04-25 11:00:00,121
1503960366,2016-04-25 12:00:00,92
1503960366,2016-04-25 13:00:00,75
1503960366,2016-04-25 14:00:00,62
1503960366,2016-04-25 15:00:00,76
1503960366,2016-04-25 16:00:00,71
1503960366,2016-04-25 17:00:00,67
1503960366,2016-04-25 18:00:00,61
1503960366,2016-04-25 19:00:00,182
1503960366,2016-04-25 20:00:00,95
1503960366,2016-04-25 21:00:00,267
1503960366,2016-04-25 22:00:00,68
1503960366,2016-04-25 23:00:00,54
1503960366,2016-04-26 00:00:00,56
1503960366,2016-04-26 01:00:00,66
1503960366,2016-04-26 02:00:00,51
1503960366,2016-04-26 03:00:00,64
1503960366,2016-04-26 04:00:00,48
1503960366,2016-04-26 05:00:00,49
1503960366,2016-04-26 06:00:00,48
1503960366,2016-04-26 07:00:00,52
1503960366,2016-04-26 08:00:00,67
1503960366,2016-04-26 09:00:00,139
1503960366,2016-04-26 10:00:00,92
1503960366,2016-04-26 11:00:00,78
1503960366,2016-04-26 12:00:00,74
1503960366,2016-04-26 13:00:00,126
1503960366,2016-04-26 14:00:00,142
1503960366,2016-04-26 15:00:00,74
1503960366,2016-04-26 16:00:00,93
1503960366,2016-04-26 17:00:00,60
1503960366,2016-04-26 18:00:00,169
1503960366,2016-04-26 19:00:00,73
1503960366,2016-04-26 20:00:00,127
1503960366,2016-04-26 21:00:00,79
1503960366,2016-04-26 22:00:00,66
1503960366,2016-04-26 23:00:00,80
1503960366,2016-04-27 00:00:00,68
1503960366,2016-04-27 01:00:00,59
1503960366,2016-04-27 02:00:00,53
1503960366,2016-04-27 03:00:00,47
1503960366,2016-04-27 04:00:00,47
1503960366,2016-04-27 05:00:00,47
1503960366,2016-04-27 06:00:00,47
1503960366,2016-04-27 07:00:00,47
1503960366,2016-04-27 08:00:00,47
1503960366,2016-04-27 09:00:00,149
1503960366,2016-04-27 10:00:00,93
1503960366,2016-04-27 11:00:00,100
1503960366,2016-04-27 12:00:00,89
1503960366,2016-04-27 13:00:00,76
1503960366,2016-04-27 14:00:00,150
1503960366,2016-04-27 15:00:00,63
1503960366,2016-04-27 16:00:00,64
1503960366,2016-04-27 17:00:00,73
1503960366,2016-04-27 18:00:00,178
1503960366,2016-04-27 19:00:00,318
1503960366,2016-04-27 20:00:00,174
1503960366,2016-04-27 21:00:00,76
1503960366,2016-04-27 22:00:00,47
1503960366,2016-04-27 23:00:00,47
1503960366,2016-04-28 00:00:00,47
1503960366,2016-04-28 01:00:00,62
1503960366,2016-04-28 02:00:00,48
1503960366,2016-04-28 03:00:00,47
1503960366,2016-04-28 04:00:00,48
1503960366,2016-04-28 05:00:00,47
1503960366,2016-04-28 06:00:00,48
1503960366,2016-04-28 07:00:00,49
1503960366,2016-04-28 08:00:00,63
1503960366,2016-04-28 09:00:00,116
1503960366,2016-04-28 10:00:00,105
1503960366,2016-04-28 11:00:00,73
1503960366,2016-04-28 12:00:00,78
1503960366,2016-04-28 13:00:00,108
1503960366,2016-04-28 14:00:00,124
1503960366,2016-04-28 15:00:00,61
1503960366,2016-04-28 16:00:00,81
1503960366,2016-04-28 17:00:00,72
1503960366,2016-04-28 18:00:00,138
1503960366,2016-04-28 19:00:00,56
1503960366,2016-04-28 20:00:00,151
1503960366,2016-04-28 21:00:00,103
1503960366,2016-04-28 22:00:00,55
1503960366,2016-04-28 23:00:00,121
1503960366,2016-04-29 00:00:00,65
1503960366,2016-04-29 01:00:00,49
1503960366,2016-04-29 02:00:00,54
1503960366,2016-04-29 03:00:00,47
1503960366,2016-04-29 04:00:00,47
1503960366,2016-04-29 05:00:00,48
1503960366,2016-04-29 06:00:00,47
1503960366,2016-04-29 07:00:00,52
1503960366,2016-04-29 08:00:00,67
1503960366,2016-04-29 09:00:00,142
1503960366,2016-04-29 10:00:00,60
1503960366,2016-04-29 11:00:00,60
1503960366,2016-04-29 12:00:00,65
1503960366,2016-04-29 13:00:00,62
1503960366,2016-04-29 14:00:00,136
1503960366,2016-04-29 15:00:00,110
1503960366,2016-04-29 16:00:00,73
1503960366,2016-04-29 17:00:00,75
1503960366,2016-04-29 18:00:00,60
1503960366,2016-04-29 19:00:00,71
1503960366,2016-04-29 20:00:00,80
1503960366,2016-04-29 21:00:00,118
1503960366,2016-04-29 22:00:00,111
1503960366,2016-04-29 23:00:00,140
1503960366,2016-04-30 00:00:00,51
1503960366,2016-04-30 01:00:00,57
1503960366,2016-04-30 02:00:00,47
1503960366,2016-04-30 03:00:00,49
1503960366,2016-04-30 04:00:00,47
1503960366,2016-04-30 05:00:00,48
1503960366,2016-04-30 06:00:00,48
1503960366,2016-04-30 07:00:00,48
1503960366,2016-04-30 08:00:00,52
1503960366,2016-04-30 09:00:00,64
1503960366,2016-04-30 10:00:00,72
1503960366,2016-04-30 11:00:00,62
1503960366,2016-04-30 12:00:00,58
1503960366,2016-04-30 13:00:00,65
1503960366,2016-04-30 14:00:00,85
1503960366,2016-04-30 15:00:00,94
1503960366,2016-04-30 16:00:00,203
1503960366,2016-04-30 17:00:00,160
1503960366,2016-04-30 18:00:00,159
1503960366,2016-04-30 19:00:00,60
1503960366,2016-04-30 20:00:00,62
1503960366,2016-04-30 21:00:00,96
1503960366,2016-04-30 22:00:00,144
1503960366,2016-04-30 23:00:00,116
1503960366,2016-05-01 00:00:00,64
1503960366,2016-05-01 01:00:00,60
1503960366,2016-05-01 02:00:00,50
1503960366,2016-05-01 03:00:00,48
1503960366,2016-05-01 04:00:00,47
1503960366,2016-05-01 05:00:00,48
1503960366,2016-05-01 06:00:00,47
1503960366,2016-05-01 07:00:00,52
1503960366,2016-05-01 08:00:00,56
1503960366,2016-05-01 09:00:00,67
1503960366,2016-05-01 10:00:00,61
1503960366,2016-05-01 11:00:00,65
1503960366,2016-05-01 12:00:00,66
1503960366,2016-05-01 13:00:00,57
1503960366,2016-05-01 14:00:00,91
1503960366,2016-05-01 15:00:00,81
1503960366,2016-05-01 16:00:00,97
1503960366,2016-05-01 17:00:00,108
1503960366,2016-05-01 18:00:00,159
1503960366,2016-05-01 19:00:00,71
1503960366,2016-05-01 20:00:00,59
1503960366,2016-05-01 21:00:00,86
1503960366,2016-05-01 22:00:00,127
1503960366,2016-05-01 23:00:00,161
1503960366,2016-05-02 00:00:00,50
1503960366,2016-05-02 01:00:00,59
1503960366,2016-05-02 02:00:00,47
1503960366,2016-05-02 03:00:00,49
1503960366,2016-05-02 04:00:00,47
1503960366,2016-05-02 05:00:00,47
1503960366,2016-05-02 06:00:00,47
1503960366,2016-05-02 07:00:00,51
1503960366,2016-05-02 08:00:00,68
1503960366,2016-05-02 09:00:00,142
1503960366,2016-05-02 10:00:00,82
1503960366,2016-05-02 11:00:00,78
1503960366,2016-05-02 12:00:00,153
1503960366,2016-05-02 13:00:00,107
1503960366,2016-05-02 14:00:00,75
1503960366,2016-05-02 15:00:00,76
1503960366,2016-05-02 16:00:00,88
1503960366,2016-05-02 17:00:00,73
1503960366,2016-05-02 18:00:00,68
1503960366,2016-05-02 19:00:00,73
1503960366,2016-05-02 20:00:00,231
1503960366,2016-05-02 21:00:00,119
1503960366,2016-05-02 22:00:00,106
1503960366,2016-05-02 23:00:00,80
1503960366,2016-05-03 00:00:00,54
1503960366,2016-05-03 01:00:00,58
1503960366,2016-05-03 02:00:00,49
1503960366,2016-05-03 03:00:00,57
1503960366,2016-05-03 04:00:00,47
1503960366,2016-05-03 05:00:00,47
1503960366,2016-05-03 06:00:00,50
1503960366,2016-05-03 07:00:00,51
1503960366,2016-05-03 08:00:00,64
1503960366,2016-05-03 09:00:00,114
1503960366,2016-05-03 10:00:00,99
1503960366,2016-05-03 11:00:00,74
1503960366,2016-05-03 12:00:00,81
1503960366,2016-05-03 13:00:00,83
1503960366,2016-05-03 14:00:00,88
1503960366,2016-05-03 15:00:00,136
1503960366,2016-05-03 16:00:00,103
1503960366,2016-05-03 17:00:00,89
1503960366,2016-05-03 18:00:00,191
1503960366,2016-05-03 19:00:00,58
1503960366,2016-05-03 20:00:00,50
1503960366,2016-05-03 21:00:00,109
1503960366,2016-05-03 22:00:00,163
1503960366,2016-05-03 23:00:00,77
1503960366,2016-05-04 00:00:00,79
1503960366,2016-05-04 01:00:00,53
1503960366,2016-05-04 02:00:00,47
1503960366,2016-05-04 03:00:00,47
1503960366,2016-05-04 04:00:00,47
1503960366,2016-05-04 05:00:00,47
1503960366,2016-05-04 06:00:00,47
1503960366,2016-05-04 07:00:00,47
1503960366,2016-05-04 08:00:00,53
1503960366,2016-05-04 09:00:00,125
1503960366,2016-05-04 10:00:00,87
1503960366,2016-05-04 11:00:00,65
1503960366,2016-05-04 12:00:00,75
1503960366,2016-05-04 13:00:00,76
1503960366,2016-05-04 14:00:00,152
1503960366,2016-05-04 15:00:00,65
1503960366,2016-05-04 16:00:00,64
1503960366,2016-05-04 17:00:00,71
1503960366,2016-05-04 18:00:00,145
1503960366,2016-05-04 19:00:00,78
1503960366,2016-05-04 20:00:00,124
1503960366,2016-05-04 21:00:00,110
1503960366,2016-05-04 22:00:00,63
1503960366,2016-05-04 23:00:00,52
1503960366,2016-05-05 00:00:00,56
1503960366,2016-05-05 01:00:00,58
1503960366,2016-05-05 02:00:00,52
1503960366,2016-05-05 03:00:00,47
1503960366,2016-05-05 04:00:00,53
1503960366,2016-05-05 05:00:00,47
1503960366,2016-05-05 06:00:00,49
1503960366,2016-05-05 07:00:00,51
1503960366,2016-05-05 08:00:00,61
1503960366,2016-05-05 09:00:00,131
1503960366,2016-05-05 10:00:00,78
1503960366,2016-05-05 11:00:00,59
1503960366,2016-05-05 12:00:00,75
1503960366,2016-05-05 13:00:00,110
1503960366,2016-05-05 14:00:00,75
1503960366,2016-05-05 15:00:00,72
1503960366,2016-05-05 16:00:00,102
1503960366,2016-05-05 17:00:00,154
1503960366,2016-05-05 18:00:00,95
1503960366,2016-05-05 19:00:00,82
1503960366,2016-05-05 20:00:00,79
1503960366,2016-05-05 21:00:00,219
1503960366,2016-05-05 22:00:00,95
1503960366,2016-05-05 23:00:00,60
1503960366,2016-05-06 00:00:00,68
1503960366,2016-05-06 01:00:00,51
1503960366,2016-05-06 02:00:00,57
1503960366,2016-05-06 03:00:00,47
1503960366,2016-05-06 04:00:00,48
1503960366,2016-05-06 05:00:00,47
1503960366,2016-05-06 06:00:00,48
1503960366,2016-05-06 07:00:00,51
1503960366,2016-05-06 08:00:00,63
1503960366,2016-05-06 09:00:00,134
1503960366,2016-05-06 10:00:00,85
1503960366,2016-05-06 11:00:00,65
1503960366,2016-05-06 12:00:00,72
1503960366,2016-05-06 13:00:00,66
1503960366,2016-05-06 14:00:00,83
1503960366,2016-05-06 15:00:00,104
1503960366,2016-05-06 16:00:00,78
1503960366,2016-05-06 17:00:00,73
1503960366,2016-05-06 18:00:00,127
1503960366,2016-05-06 19:00:00,172
1503960366,2016-05-06 20:00:00,73
1503960366,2016-05-06 21:00:00,83
1503960366,2016-05-06 22:00:00,78
1503960366,2016-05-06 23:00:00,124
1503960366,2016-05-07 00:00:00,65
1503960366,2016-05-07 01:00:00,48
1503960366,2016-05-07 02:00:00,50
1503960366,2016-05-07 03:00:00,47
1503960366,2016-05-07 04:00:00,48
1503960366,2016-05-07 05:00:00,47
1503960366,2016-05-07 06:00:00,47
1503960366,2016-05-07 07:00:00,47
1503960366,2016-05-07 08:00:00,61
1503960366,2016-05-07 09:00:00,59
1503960366,2016-05-07 10:00:00,133
1503960366,2016-05-07 11:00:00,164
1503960366,2016-05-07 12:00:00,62
1503960366,2016-05-07 13:00:00,55
1503960366,2016-05-07 14:00:00,64
1503960366,2016-05-07 15:00:00,65
1503960366,2016-05-07 16:00:00,68
1503960366,2016-05-07 17:00:00,64
1503960366,2016-05-07 18:00:00,71
1503960366,2016-05-07 19:00:00,91
1503960366,2016-05-07 20:00:00,59
1503960366,2016-05-07 21:00:00,140
1503960366,2016-05-07 22:00:00,209
1503960366,2016-05-07 23:00:00,55
1503960366,2016-05-08 00:00:00,62
1503960366,2016-05-08 01:00:00,48
1503960366,2016-05-08 02:00:00,47
1503960366,2016-05-08 03:00:00,47
1503960366,2016-05-08 04:00:00,48
1503960366,2016-05-08 05:00:00,47
1503960366,2016-05-08 06:00:00,48
1503960366,2016-05-08 07:00:00,47
1503960366,2016-05-08 08:00:00,47
1503960366,2016-05-08 09:00:00,47
1503960366,2016-05-08 10:00:00,47
1503960366,2016-05-08 11:00:00,47
1503960366,2016-05-08 12:00:00,85
1503960366,2016-05-08 13:00:00,65
1503960366,2016-05-08 14:00:00,98
1503960366,2016-05-08 15:00:00,68
1503960366,2016-05-08 16:00:00,58
1503960366,2016-05-08 17:00:00,69
1503960366,2016-05-08 18:00:00,261
1503960366,2016-05-08 19:00:00,107
1503960366,2016-05-08 20:00:00,88
1503960366,2016-05-08 21:00:00,101
1503960366,2016-05-08 22:00:00,92
1503960366,2016-05-08 23:00:00,66
1503960366,2016-05-09 00:00:00,60
1503960366,2016-05-09 01:00:00,47
1503960366,2016-05-09 02:00:00,47
1503960366,2016-05-09 03:00:00,47
1503960366,2016-05-09 04:00:00,47
1503960366,2016-05-09 05:00:00,49
1503960366,2016-05-09 06:00:00,81
1503960366,2016-05-09 07:00:00,63
1503960366,2016-05-09 08:00:00,58
1503960366,2016-05-09 09:00:00,58
1503960366,2016-05-09 10:00:00,69
1503960366,2016-05-09 11:00:00,74
1503960366,2016-05-09 12:00:00,79
1503960366,2016-05-09 13:00:00,52
1503960366,2016-05-09 14:00:00,51
1503960366,2016-05-09 15:00:00,53
1503960366,2016-05-09 16:00:00,176
1503960366,2016-05-09 17:00:00,125
1503960366,2016-05-09 18:00:00,90
1503960366,2016-05-09 19:00:00,115
1503960366,2016-05-09 20:00:00,117
1503960366,2016-05-09 21:00:00,168
1503960366,2016-05-09 22:00:00,47
1503960366,2016-05-09 23:00:00,47
1503960366,2016-05-10 00:00:00,47
1503960366,2016-05-10 01:00:00,58
1503960366,2016-05-10 02:00:00,47
1503960366,2016-05-10 03:00:00,47
1503960366,2016-05-10 04:00:00,47
1503960366,2016-05-10 05:00:00,47
1503960366,2016-05-10 06:00:00,47
1503960366,2016-05-10 07:00:00,53
1503960366,2016-05-10 08:00:00,67
1503960366,2016-05-10 09:00:00,118
1503960366,2016-05-10 10:00:00,76
1503960366,2016-05-10 11:00:00,102
1503960366,2016-05-10 12:00:00,63
1503960366,2016-05-10 13:00:00,73
1503960366,2016-05-10 14:00:00,66
1503960366,2016-05-10 15:00:00,101
1503960366,2016-05-10 16:00:00,83
1503960366,2016-05-10 17:00:00,88
1503960366,2016-05-10 18:00:00,160
1503960366,2016-05-10 19:00:00,127
1503960366,2016-05-10 20:00:00,164
1503960366,2016-05-10 21:00:00,77
1503960366,2016-05-10 22:00:00,50
1503960366,2016-05-10 23:00:00,53
1503960366,2016-05-11 00:00:00,72
1503960366,2016-05-11 01:00:00,54
