Id,ActivityDay,Calories
1644430081,2016-04-21,2140
1644430081,2016-04-22,2344
1644430081,2016-04-23,2677
1644430081,2016-04-24,2413
1644430081,2016-04-25,2497
1644430081,2016-04-26,3123
1644430081,2016-04-27,2489
1644430081,2016-04-28,3108
1644430081,2016-04-29,2498
1644430081,2016-04-30,3846
1644430081,2016-05-01,2696
1644430081,2016-05-02,2580
1644430081,2016-05-03,3324
1644430081,2016-05-04,2222
1644430081,2016-05-05,2463
1644430081,2016-05-06,3328
1644430081,2016-05-07,3404
1644430081,2016-05-08,2987
1644430081,2016-05-09,3008
1644430081,2016-05-10,2799
1644430081,2016-05-11,1276
1844505072,2016-04-12,2030
1844505072,2016-04-13,1860
1844505072,2016-04-14,2130
1844505072,2016-04-15,1725
1844505072,2016-04-16,1657
1844505072,2016-04-17,1793
1844505072,2016-04-18,1814
1844505072,2016-04-19,1366
1844505072,2016-04-20,1349
1844505072,2016-04-21,2062
1844505072,2016-04-22,1827
1844505072,2016-04-23,1645
1844505072,2016-04-24,1347
1844505072,2016-04-25,1347
1844505072,2016-04-26,1347
1844505072,2016-04-27,1348
1844505072,2016-04-28,1992
1844505072,2016-04-29,1856
1844505072,2016-04-30,1763
1844505072,2016-05-01,1541
1844505072,2016-05-02,1348
1844505072,2016-05-03,1742
1844505072,2016-05-04,1549
1844505072,2016-05-05,1589
1844505072,2016-05-06,1351
1844505072,2016-05-07,1347
1844505072,2016-05-08,1347
1844505072,2016-05-09,1347
1844505072,2016-05-10,1347
1844505072,2016-05-11,1347
1844505072,2016-05-12,665
1927972279,2016-04-12,2220
1927972279,2016-04-13,2151
1927972279,2016-04-14,2383
1927972279,2016-04-15,2221
1927972279,2016-04-16,2064
1927972279,2016-04-17,2063
1927972279,2016-04-18,2111
1927972279,2016-04-19,2063
1927972279,2016-04-20,2063
1927972279,2016-04-21,2064
1927972279,2016-04-22,2093
1927972279,2016-04-23,2499
1927972279,2016-04-24,2324
1927972279,2016-04-25,2100
1927972279,2016-04-26,2638
1927972279,2016-04-27,2063
1927972279,2016-04-28,2351
1927972279,2016-04-29,2063
1927972279,2016-04-30,2064
1927972279,2016-05-01,2411
1927972279,2016-05-02,2505
1927972279,2016-05-03,2195
1927972279,2016-05-04,2338
1927972279,2016-05-05,2063
1927972279,2016-05-06,2383
1927972279,2016-05-07,2229
1927972279,2016-05-08,2063
1927972279,2016-05-09,2063
1927972279,2016-05-10,2063
1927972279,2016-05-11,2063
1927972279,2016-05-12,1383
2022484408,2016-04-12,2390
2022484408,2016-04-13,2601
2022484408,2016-04-14,2312
2022484408,2016-04-15,2525
2022484408,2016-04-16,2177
2022484408,2016-04-17,2782
2022484408,2016-04-18,2770
2022484408,2016-04-19,2489
2022484408,2016-04-20,2897
2022484408,2016-04-21,3158
2022484408,2016-04-22,2638
2022484408,2016-04-23,2069
2022484408,2016-04-24,2529
2022484408,2016-04-25,2470
2022484408,2016-04-26,2793
2022484408,2016-04-27,2463
2022484408,2016-04-28,2296
2022484408,2016-04-29,2611
2022484408,2016-04-30,2732
2022484408,2016-05-01,2380
2022484408,2016-05-02,2473
2022484408,2016-05-03,2752
2022484408,2016-05-04,2649
2022484408,2016-05-05,2609
2022484408,2016-05-06,2498
2022484408,2016-05-07,1995
2022484408,2016-05-08,1848
2022484408,2016-05-09,2709
2022484408,2016-05-10,2797
2022484408,2016-05-11,2544
2022484408,2016-05-12,1853
2026352035,2016-04-12,1459
2026352035,2016-04-13,1521
2026352035,2016-04-14,1431
2026352035,2016-04-15,1444
2026352035,2016-04-16,1373
2026352035,2016-04-17,1214
2026352035,2016-04-18,1419
2026352035,2016-04-19,1356
2026352035,2016-04-20,1667
2026352035,2016-04-21,1370
2026352035,2016-04-22,1399
2026352035,2016-04-23,1916
2026352035,2016-04-24,1401
2026352035,2016-04-25,1576
2026352035,2016-04-26,1595
2026352035,2016-04-27,1593
2026352035,2016-04-28,1649
2026352035,2016-04-29,1692
2026352035,2016-04-30,1506
2026352035,2016-05-01,1447
2026352035,2016-05-02,1690
2026352035,2016-05-03,1604
2026352035,2016-05-04,1658
2026352035,2016-05-05,1926
2026352035,2016-05-06,1736
2026352035,2016-05-07,1491
2026352035,2016-05-08,1555
2026352035,2016-05-09,1869
2026352035,2016-05-10,1141
2026352035,2016-05-11,1698
2026352035,2016-05-12,1364
2320127002,2016-04-12,2124
2320127002,2016-04-13,2003
2320127002,2016-04-14,1696
2320127002,2016-04-15,1801
2320127002,2016-04-16,1724
2320127002,2016-04-17,1852
2320127002,2016-04-18,1905
2320127002,2016-04-19,1811
2320127002,2016-04-20,1922
2320127002,2016-04-21,1610
2320127002,2016-04-22,1851
2320127002,2016-04-23,1804
2320127002,2016-04-24,1725
2320127002,2016-04-25,1654
2320127002,2016-04-26,1632
2320127002,2016-04-27,1481
2320127002,2016-04-28,1473
2320127002,2016-04-29,1410
2320127002,2016-04-30,1779
2320127002,2016-05-01,1403
2320127002,2016-05-02,1613
2320127002,2016-05-03,1878
2320127002,2016-05-04,1426
2320127002,2016-05-05,1780
2320127002,2016-05-06,1742
2320127002,2016-05-07,1972
2320127002,2016-05-08,1821
2320127002,2016-05-09,1630
2320127002,2016-05-10,1899
2320127002,2016-05-11,1903
2320127002,2016-05-12,1125
2347167796,2016-04-12,2344
2347167796,2016-04-13,2038
2347167796,2016-04-14,2010
2347167796,2016-04-15,2133
2347167796,2016-04-16,2670
2347167796,2016-04-17,1882
2347167796,2016-04-18,1944
2347167796,2016-04-19,2346
2347167796,2016-04-20,2198
2347167796,2016-04-21,2048
2347167796,2016-04-22,1946
2347167796,2016-04-23,2629
2347167796,2016-04-24,2187
2347167796,2016-04-25,2095
2347167796,2016-04-26,1861
2347167796,2016-04-27,2194
2347167796,2016-04-28,1854
2347167796,2016-04-29,403
2873212765,2016-04-12,1982
2873212765,2016-04-13,2004
2873212765,2016-04-14,1893
2873212765,2016-04-15,2063
2873212765,2016-04-16,2148
2873212765,2016-04-17,1529
2873212765,2016-04-18,1890
2873212765,2016-04-19,1956
2873212765,2016-04-20,2094
2873212765,2016-04-21,1970
2873212765,2016-04-22,2241
2873212765,2016-04-23,2021
2873212765,2016-04-24,1898
2873212765,2016-04-25,1907
2873212765,2016-04-26,1882
2873212765,2016-04-27,1966
2873212765,2016-04-28,1835
2873212765,2016-04-29,1780
2873212765,2016-04-30,1830
2873212765,2016-05-01,1739
2873212765,2016-05-02,1878
2873212765,2016-05-03,1906
2873212765,2016-05-04,2015
2873212765,2016-05-05,1971
2873212765,2016-05-06,1910
2873212765,2016-05-07,1897
2873212765,2016-05-08,2096
2873212765,2016-05-09,1906
2873212765,2016-05-10,1962
2873212765,2016-05-11,1826
2873212765,2016-05-12,1431
3372868164,2016-04-12,1788
3372868164,2016-04-13,2093
3372868164,2016-04-14,2065
3372868164,2016-04-15,1908
3372868164,2016-04-16,1908
3372868164,2016-04-17,1964
3372868164,2016-04-18,2014
3372868164,2016-04-19,1985
3372868164,2016-04-20,1867
3372868164,2016-04-21,2124
3372868164,2016-04-22,1669
3372868164,2016-04-23,1995
3372868164,2016-04-24,1921
3372868164,2016-04-25,2010
3372868164,2016-04-26,2057
3372868164,2016-04-27,2095
3372868164,2016-04-28,1972
3372868164,2016-04-29,2044
3372868164,2016-04-30,1946
3372868164,2016-05-01,1237
3977333714,2016-04-12,1450
3977333714,2016-04-13,1495
3977333714,2016-04-14,1433
3977333714,2016-04-15,1468
3977333714,2016-04-16,1625
3977333714,2016-04-17,1529
3977333714,2016-04-18,1584
3977333714,2016-04-19,1638
3977333714,2016-04-20,1554
3977333714,2016-04-21,1397
3977333714,2016-04-22,1481
3977333714,2016-04-23,1638
3977333714,2016-04-24,1655
3977333714,2016-04-25,1570
3977333714,2016-04-26,1551
3977333714,2016-04-27,1377
3977333714,2016-04-28,1407
3977333714,2016-04-29,1545
3977333714,2016-04-30,1650
3977333714,2016-05-01,1501
3977333714,2016-05-02,1760
3977333714,2016-05-03,1710
3977333714,2016-05-04,1628
3977333714,2016-05-05,1618
3977333714,2016-05-06,1590
3977333714,2016-05-07,1574
3977333714,2016-05-08,1633
3977333714,2016-05-09,1667
3977333714,2016-05-10,1630
3977333714,2016-05-11,52
4020332650,2016-04-12,3654
4020332650,2016-04-13,1981
4020332650,2016-04-14,2011
4020332650,2016-04-15,2951
4020332650,2016-04-16,3051
4020332650,2016-04-17,1990
4020332650,2016-04-18,1995
4020332650,2016-04-19,1980
4020332650,2016-04-20,1980
4020332650,2016-04-21,1980
4020332650,2016-04-22,1980
4020332650,2016-04-23,1980
4020332650,2016-04-24,1980
4020332650,2016-04-25,1980
4020332650,2016-04-26,1980
4020332650,2016-04-27,1980
4020332650,2016-04-28,1980
4020332650,2016-04-29,1980
4020332650,2016-04-30,1980
4020332650,2016-05-01,1980
4020332650,2016-05-02,2207
4020332650,2016-05-03,2828
4020332650,2016-05-04,3879
4020332650,2016-05-05,3429
4020332650,2016-05-06,2704
4020332650,2016-05-07,2975
4020332650,2016-05-08,3089
4020332650,2016-05-09,2785
4020332650,2016-05-10,2926
4020332650,2016-05-11,2645
4020332650,2016-05-12,1120
4057192912,2016-04-12,2286
4057192912,2016-04-13,2306
4057192912,2016-04-14,1776
4057192912,2016-04-15,1527
4319703577,2016-04-12,2115
4319703577,2016-04-13,2135
4319703577,2016-04-14,2302
4319703577,2016-04-15,1985
4319703577,2016-04-16,1884
4319703577,2016-04-17,1464
4319703577,2016-04-18,1632
4319703577,2016-04-19,2200
4319703577,2016-04-20,2220
4319703577,2016-04-21,1792
4319703577,2016-04-22,1886
4319703577,2016-04-23,1945
4319703577,2016-04-24,1880
4319703577,2016-04-25,2314
4319703577,2016-04-26,2236
4319703577,2016-04-27,2324
4319703577,2016-04-28,2367
4319703577,2016-04-29,2175
4319703577,2016-04-30,2092
4319703577,2016-05-01,1593
4319703577,2016-05-02,2270
4319703577,2016-05-03,2235
4319703577,2016-05-04,2282
4319703577,2016-05-05,2530
4319703577,2016-05-06,2266
4319703577,2016-05-07,2158
4319703577,2016-05-08,1792
4319703577,2016-05-09,2345
4319703577,2016-05-10,2260
4319703577,2016-05-11,2232
4319703577,2016-05-12,257
4388161847,2016-04-12,2955
4388161847,2016-04-13,3092
4388161847,2016-04-14,2998
4388161847,2016-04-15,3066
4388161847,2016-04-16,3073
4388161847,2016-04-17,2572
4388161847,2016-04-18,3274
4388161847,2016-04-19,3015
4388161847,2016-04-20,3083
4388161847,2016-04-21,3069
4388161847,2016-04-22,3544
4388161847,2016-04-23,3306
4388161847,2016-04-24,2885
4388161847,2016-04-25,3288
4388161847,2016-04-26,2929
4388161847,2016-04-27,3074
4388161847,2016-04-28,2969
4388161847,2016-04-29,2979
4388161847,2016-04-30,3283
4388161847,2016-05-01,2926
4388161847,2016-05-02,3147
4388161847,2016-05-03,3290
4388161847,2016-05-04,3162
4388161847,2016-05-05,2899
4388161847,2016-05-06,3425
4388161847,2016-05-07,4022
4388161847,2016-05-08,3934
4388161847,2016-05-09,3013
4388161847,2016-05-10,3061
4388161847,2016-05-11,2954
4388161847,2016-05-12,1623
4445114986,2016-04-12,2113
4445114986,2016-04-13,2095
4445114986,2016-04-14,2194
4445114986,2016-04-15,2496
4445114986,2016-04-16,2180
4445114986,2016-04-17,1933
4445114986,2016-04-18,2248
4445114986,2016-04-19,1954
4445114986,2016-04-20,1974
4445114986,2016-04-21,2150
4445114986,2016-04-22,2432
4445114986,2016-04-23,2149
4445114986,2016-04-24,2247
4445114986,2016-04-25,2070
4445114986,2016-04-26,2291
4445114986,2016-04-27,2361
4445114986,2016-04-28,2203
4445114986,2016-04-29,2196
4445114986,2016-04-30,2363
4445114986,2016-05-01,2246
4445114986,2016-05-02,2336
4445114986,2016-05-03,2421
4445114986,2016-05-04,2070
4445114986,2016-05-05,2120
4445114986,2016-05-06,2211
4445114986,2016-05-07,2123
4445114986,2016-05-08,2423
4445114986,2016-05-09,2281
4445114986,2016-05-10,2181
4445114986,2016-05-11,2499
4445114986,2016-05-12,1212
4558609924,2016-04-12,1909
4558609924,2016-04-13,1722
4558609924,2016-04-14,1922
4558609924,2016-04-15,2121
4558609924,2016-04-16,1997
4558609924,2016-04-17,2117
4558609924,2016-04-18,2116
4558609924,2016-04-19,1876
4558609924,2016-04-20,1788
4558609924,2016-04-21,2486
4558609924,2016-04-22,2094
4558609924,2016-04-23,2085
4558609924,2016-04-24,2173
4558609924,2016-04-25,2225
4558609924,2016-04-26,2223
4558609924,2016-04-27,2098
4558609924,2016-04-28,2185
4558609924,2016-04-29,1918
4558609924,2016-04-30,2105
4558609924,2016-05-01,1692
4558609924,2016-05-02,2066
4558609924,2016-05-03,1953
4558609924,2016-05-04,1842
4558609924,2016-05-05,2262
4558609924,2016-05-06,1722
4558609924,2016-05-07,1973
4558609924,2016-05-08,2666
4558609924,2016-05-09,2223
4558609924,2016-05-10,1889
4558609924,2016-05-11,2131
4558609924,2016-05-12,1452
4702921684,2016-04-12,2947
4702921684,2016-04-13,2898
4702921684,2016-04-14,2984
4702921684,2016-04-15,2896
4702921684,2016-04-16,3328
4702921684,2016-04-17,3394
4702921684,2016-04-18,3013
4702921684,2016-04-19,2812
4702921684,2016-04-20,3061
4702921684,2016-04-21,2729
4702921684,2016-04-22,2241
4702921684,2016-04-23,3691
4702921684,2016-04-24,3538
4702921684,2016-04-25,3064
4702921684,2016-04-26,2784
4702921684,2016-04-27,2908
4702921684,2016-04-28,3033
4702921684,2016-04-29,3165
4702921684,2016-04-30,3115
4702921684,2016-05-01,2017
4702921684,2016-05-02,2859
4702921684,2016-05-03,3145
4702921684,2016-05-04,3004
4702921684,2016-05-05,3006
4702921684,2016-05-06,2859
4702921684,2016-05-07,3683
4702921684,2016-05-08,3287
4702921684,2016-05-09,2990
4702921684,2016-05-10,3172
4702921684,2016-05-11,3069
4702921684,2016-05-12,1240
5553957443,2016-04-12,2026
5553957443,2016-04-13,1718
5553957443,2016-04-14,2324
5553957443,2016-04-15,2254
5553957443,2016-04-16,1831
5553957443,2016-04-17,1397
5553957443,2016-04-18,1683
5553957443,2016-04-19,2284
5553957443,2016-04-20,1570
5553957443,2016-04-21,2066
5553957443,2016-04-22,2105
5553957443,2016-04-23,1776
5553957443,2016-04-24,1507
5553957443,2016-04-25,2033
5553957443,2016-04-26,2093
5553957443,2016-04-27,1922
5553957443,2016-04-28,1999
5553957443,2016-04-29,2169
5553957443,2016-04-30,1463
5553957443,2016-05-01,1747
5553957443,2016-05-02,1996
5553957443,2016-05-03,2116
5553957443,2016-05-04,1698
5553957443,2016-05-05,2156
5553957443,2016-05-06,1916
5553957443,2016-05-07,1494
5553957443,2016-05-08,1762
5553957443,2016-05-09,2272
5553957443,2016-05-10,2335
5553957443,2016-05-11,1693
5553957443,2016-05-12,741
5577150313,2016-04-12,3405
5577150313,2016-04-13,2551
5577150313,2016-04-14,4022
5577150313,2016-04-15,4005
5577150313,2016-04-16,4274
5577150313,2016-04-17,4552
5577150313,2016-04-18,3625
5577150313,2016-04-19,3501
5577150313,2016-04-20,3192
5577150313,2016-04-21,4018
5577150313,2016-04-22,3329
5577150313,2016-04-23,3152
5577150313,2016-04-24,4392
5577150313,2016-04-25,3374
5577150313,2016-04-26,3088
5577150313,2016-04-27,3294
5577150313,2016-04-28,3580
5577150313,2016-04-29,3544
5577150313,2016-04-30,4501
5577150313,2016-05-01,4546
5577150313,2016-05-02,3014
5577150313,2016-05-03,3795
5577150313,2016-05-04,2755
5577150313,2016-05-05,3004
5577150313,2016-05-06,2643
5577150313,2016-05-07,1819
5577150313,2016-05-08,1819
5577150313,2016-05-09,2489
5577150313,2016-05-10,3841
5577150313,2016-05-11,1665
6117666160,2016-04-12,1496
6117666160,2016-04-13,1496
6117666160,2016-04-14,1496
6117666160,2016-04-15,2865
6117666160,2016-04-16,2828
6117666160,2016-04-17,2225
6117666160,2016-04-18,2018
6117666160,2016-04-19,2606
6117666160,2016-04-20,2536
6117666160,2016-04-21,4900
6117666160,2016-04-22,2409
6117666160,2016-04-23,2651
6117666160,2016-04-24,2305
6117666160,2016-04-25,1497
6117666160,2016-04-26,2450
6117666160,2016-04-27,2576
6117666160,2016-04-28,1879
6117666160,2016-04-29,2560
6117666160,2016-04-30,2275
6117666160,2016-05-01,2361
6117666160,2016-05-02,2044
6117666160,2016-05-03,1496
6117666160,2016-05-04,1902
6117666160,2016-05-05,2636
6117666160,2016-05-06,1838
6117666160,2016-05-07,2469
6117666160,2016-05-08,2250
6117666160,2016-05-09,1248
6290855005,2016-04-12,2560
6290855005,2016-04-13,2905
6290855005,2016-04-14,2952
6290855005,2016-04-15,2896
6290855005,2016-04-16,2783
6290855005,2016-04-17,3171
6290855005,2016-04-18,2766
6290855005,2016-04-19,2839
6290855005,2016-04-20,2701
6290855005,2016-04-21,2060
6290855005,2016-04-22,2796
6290855005,2016-04-23,2664
6290855005,2016-04-24,2703
6290855005,2016-04-25,2771
6290855005,2016-04-26,2060
6290855005,2016-04-27,2743
6290855005,2016-04-28,2687
6290855005,2016-04-29,2060
6290855005,2016-04-30,2843
6290855005,2016-05-01,3327
6290855005,2016-05-02,2725
6290855005,2016-05-03,2671
6290855005,2016-05-04,2718
6290855005,2016-05-05,2682
6290855005,2016-05-06,2806
6290855005,2016-05-07,2613
6290855005,2016-05-08,2712
6290855005,2016-05-09,2175
6290855005,2016-05-10,0
6775888955,2016-04-12,1841
6775888955,2016-04-13,2400
6775888955,2016-04-14,2507
6775888955,2016-04-15,2127
6775888955,2016-04-16,2225
6775888955,2016-04-17,2067
6775888955,2016-04-18,2798
6775888955,2016-04-19,1841
6775888955,2016-04-20,3727
6775888955,2016-04-21,1841
6775888955,2016-04-22,1922
6775888955,2016-04-23,1841
6775888955,2016-04-24,2053
6775888955,2016-04-25,2484
6775888955,2016-04-26,2584
6775888955,2016-04-27,1841
6775888955,2016-04-28,1993
6775888955,2016-04-29,1841
6775888955,2016-04-30,2280
6775888955,2016-05-01,2319
6775888955,2016-05-02,1841
6775888955,2016-05-03,1843
6775888955,2016-05-04,1841
6775888955,2016-05-05,1841
6775888955,2016-05-06,2496
6775888955,2016-05-07,1032
6962181067,2016-04-12,1994
6962181067,2016-04-13,1718
6962181067,2016-04-14,1466
6962181067,2016-04-15,1756
6962181067,2016-04-16,2173
6962181067,2016-04-17,2027
6962181067,2016-04-18,2039
6962181067,2016-04-19,2046
6962181067,2016-04-20,2174
6962181067,2016-04-21,2179
6962181067,2016-04-22,2086
6962181067,2016-04-23,2571
6962181067,2016-04-24,1705
6962181067,2016-04-25,2194
6962181067,2016-04-26,2012
6962181067,2016-04-27,2034
6962181067,2016-04-28,2182
6962181067,2016-04-29,2254
6962181067,2016-04-30,2002
6962181067,2016-05-01,1740
6962181067,2016-05-02,2162
6962181067,2016-05-03,2072
6962181067,2016-05-04,2086
6962181067,2016-05-05,2066
6962181067,2016-05-06,1850
6962181067,2016-05-07,1947
6962181067,2016-05-08,1659
6962181067,2016-05-09,2105
6962181067,2016-05-10,2361
6962181067,2016-05-11,1855
6962181067,2016-05-12,928
7007744171,2016-04-12,2937
7007744171,2016-04-13,2742
7007744171,2016-04-14,2668
7007744171,2016-04-15,2098
7007744171,2016-04-16,2076
7007744171,2016-04-17,2383
7007744171,2016-04-18,2832
7007744171,2016-04-19,2812
7007744171,2016-04-20,3096
7007744171,2016-04-21,2763
7007744171,2016-04-22,2889
7007744171,2016-04-23,2284
7007744171,2016-04-24,2667
7007744171,2016-04-25,3055
7007744171,2016-04-26,2939
7007744171,2016-04-27,2830
7007744171,2016-04-28,2836
7007744171,2016-04-29,3180
7007744171,2016-04-30,2051
7007744171,2016-05-01,2225
7007744171,2016-05-02,2642
7007744171,2016-05-03,2976
7007744171,2016-05-04,1557
7007744171,2016-05-05,2933
7007744171,2016-05-06,2553
7007744171,2016-05-07,120
7086361926,2016-04-12,2772
7086361926,2016-04-13,2516
7086361926,2016-04-14,2734
7086361926,2016-04-15,2395
7086361926,2016-04-16,1635
7086361926,2016-04-17,1629
7086361926,2016-04-18,2743
7086361926,2016-04-19,2944
7086361926,2016-04-20,2997
7086361926,2016-04-21,2463
7086361926,2016-04-22,2846
7086361926,2016-04-23,1965
7086361926,2016-04-24,2049
7086361926,2016-04-25,2752
7086361926,2016-04-26,2781
7086361926,2016-04-27,2693
7086361926,2016-04-28,2862
7086361926,2016-04-29,2616
7086361926,2016-04-30,2995
7086361926,2016-05-01,2730
7086361926,2016-05-02,2754
7086361926,2016-05-03,2754
7086361926,2016-05-04,2655
7086361926,2016-05-05,2386
7086361926,2016-05-06,2924
7086361926,2016-05-07,2739
7086361926,2016-05-08,2534
7086361926,2016-05-09,2960
7086361926,2016-05-10,2800
7086361926,2016-05-11,2735
7086361926,2016-05-12,1199
8053475328,2016-04-12,3186
8053475328,2016-04-13,3140
8053475328,2016-04-14,3411
8053475328,2016-04-15,3410
8053475328,2016-04-16,2867
8053475328,2016-04-17,3213
8053475328,2016-04-18,3133
8053475328,2016-04-19,3114
8053475328,2016-04-20,3043
8053475328,2016-04-21,3103
8053475328,2016-04-22,2655
8053475328,2016-04-23,3554
8053475328,2016-04-24,3577
8053475328,2016-04-25,3403
8053475328,2016-04-26,2846
8053475328,2016-04-27,2852
8053475328,2016-04-28,3062
8053475328,2016-04-29,2794
8053475328,2016-04-30,2408
8053475328,2016-05-01,1886
8053475328,2016-05-02,1988
8053475328,2016-05-03,3023
8053475328,2016-05-04,2918
8053475328,2016-05-05,2950
8053475328,2016-05-06,2859
8053475328,2016-05-07,3331
8053475328,2016-05-08,3589
8053475328,2016-05-09,2765
8053475328,2016-05-10,2926
8053475328,2016-05-11,2809
8053475328,2016-05-12,1505
8253242879,2016-04-12,2044
8253242879,2016-04-13,1935
8253242879,2016-04-14,1705
8253242879,2016-04-15,1632
8253242879,2016-04-16,1880
8253242879,2016-04-17,2112
8253242879,2016-04-18,1829
8253242879,2016-04-19,1763
8253242879,2016-04-20,1931
8253242879,2016-04-21,2218
8253242879,2016-04-22,1651
8253242879,2016-04-23,2132
8253242879,2016-04-24,1976
8253242879,2016-04-25,1909
8253242879,2016-04-26,1813
8253242879,2016-04-27,2008
8253242879,2016-04-28,1580
8253242879,2016-04-29,1854
8253242879,2016-04-30,0
8378563200,2016-04-12,3635
8378563200,2016-04-13,4079
8378563200,2016-04-14,4163
8378563200,2016-04-15,3666
8378563200,2016-04-16,3363
8378563200,2016-04-17,2572
8378563200,2016-04-18,4157
8378563200,2016-04-19,4092
8378563200,2016-04-20,3787
8378563200,2016-04-21,4236
8378563200,2016-04-22,4044
8378563200,2016-04-23,2908
8378563200,2016-04-24,2741
8378563200,2016-04-25,4005
8378563200,2016-04-26,3763
8378563200,2016-04-27,3061
8378563200,2016-04-28,2884
8378563200,2016-04-29,2982
8378563200,2016-04-30,2660
8378563200,2016-05-01,3369
8378563200,2016-05-02,3491
8378563200,2016-05-03,3784
8378563200,2016-05-04,3110
8378563200,2016-05-05,3783
8378563200,2016-05-06,3644
8378563200,2016-05-07,2799
8378563200,2016-05-08,2685
8378563200,2016-05-09,3721
8378563200,2016-05-10,3586
8378563200,2016-05-11,3788
8378563200,2016-05-12,1976
8583815059,2016-04-12,2650
8583815059,2016-04-13,2654
8583815059,2016-04-14,2443
8583815059,2016-04-15,2505
8583815059,2016-04-16,2693
8583815059,2016-04-17,2439
8583815059,2016-04-18,2536
8583815059,2016-04-19,2668
8583815059,2016-04-20,2647
8583815059,2016-04-21,2883
8583815059,2016-04-22,2944
8583815059,2016-04-23,3012
8583815059,2016-04-24,2889
8583815059,2016-04-25,2547
8583815059,2016-04-26,3093
8583815059,2016-04-27,3142
8583815059,2016-04-28,2757
8583815059,2016-04-29,3513
8583815059,2016-04-30,3164
8583815059,2016-05-01,2596
8583815059,2016-05-02,2894
8583815059,2016-05-03,3212
8583815059,2016-05-04,2516
8583815059,2016-05-05,3266
8583815059,2016-05-06,2683
8583815059,2016-05-07,2810
8583815059,2016-05-08,2940
8583815059,2016-05-09,2947
8583815059,2016-05-10,2846
8583815059,2016-05-11,2804
8583815059,2016-05-12,0
8792009665,2016-04-12,2044
8792009665,2016-04-13,1934
8792009665,2016-04-14,1963
8792009665,2016-04-15,2009
8792009665,2016-04-16,1721
8792009665,2016-04-17,1688
8792009665,2016-04-18,1688
8792009665,2016-04-19,1688
8792009665,2016-04-20,2188
8792009665,2016-04-21,1720
8792009665,2016-04-22,2419
8792009665,2016-04-23,2748
8792009665,2016-04-24,1799
8792009665,2016-04-25,1688
8792009665,2016-04-26,1928
8792009665,2016-04-27,2067
8792009665,2016-04-28,2780
8792009665,2016-04-29,3101
8792009665,2016-04-30,2896
8792009665,2016-05-01,1962
8792009665,2016-05-02,2015
8792009665,2016-05-03,2297
8792009665,2016-05-04,2067
8792009665,2016-05-05,1688
8792009665,2016-05-06,1688
8792009665,2016-05-07,1688
8792009665,2016-05-08,1688
8792009665,2016-05-09,1688
8792009665,2016-05-10,57
8877689391,2016-04-12,3921
8877689391,2016-04-13,3566
8877689391,2016-04-14,3793
8877689391,2016-04-15,3934
8877689391,2016-04-16,4547
8877689391,2016-04-17,3545
8877689391,2016-04-18,2761
8877689391,2016-04-19,3676
8877689391,2016-04-20,3679
8877689391,2016-04-21,3659
8877689391,2016-04-22,3427
8877689391,2016-04-23,3891
8877689391,2016-04-24,3455
8877689391,2016-04-25,3802
8877689391,2016-04-26,2860
8877689391,2016-04-27,3808
8877689391,2016-04-28,3060
8877689391,2016-04-29,2698
8877689391,2016-04-30,4398
8877689391,2016-05-01,2786
8877689391,2016-05-02,2189
8877689391,2016-05-03,2817
8877689391,2016-05-04,3477
